,dur_max,dur_mean,dur_min,latency,n_peak,pha_auc,pha_max,pha_mean,pha_min,pha_std,pks_max,pks_mean,pks_min,slp_max,slp_mean,slp_min
750.0,,,,,0,2.108932222777686e-05,0.0022046803806767823,2.108932222777686e-05,-0.0017840678506726437,0.0010121220472654663,,,,,,
755.0,,,,,0,8.060496139120009e-05,0.0022046803806767823,8.060496139120009e-05,-0.0017023793209597349,0.000929283370141094,,,,,,
760.0,,,,,0,-4.617791989792432e-05,0.0018726955171153303,-4.617791989792432e-05,-0.0017023793209597349,0.000837952664826273,,,,,,
765.0,,,,,0,-0.0003771559676322903,0.0018726955171153303,-0.0003771559676322903,-0.003120629094832683,0.0010442859971981288,,,,,,
770.0,,,,,0,-0.0001297847741689877,0.005699969566659635,-0.0001297847741689877,-0.003356796876009982,0.0020582708146204835,,,,,,
775.0,,,,,0,0.00015748016469900494,0.005699969566659635,0.00015748016469900494,-0.003356796876009982,0.0021074931013627335,,,,,,
780.0,,,,,0,-4.8850371704978464e-05,0.005699969566659635,-4.8850371704978464e-05,-0.003356796876009982,0.0021617880138579634,,,,,,
785.0,,,,,0,0.0004888028860660818,0.006670513853844984,0.0004888028860660818,-0.003356796876009982,0.0024927349991872615,,,,,,
790.0,0.0,0.0,0.0,18.0,1,-0.0060638346252221515,0.1208338073368721,-0.0060638346252221515,-0.22493434088122538,0.05132269369204365,0.018882504935714528,0.018882504935714528,0.018882504935714528,0.0,0.0,0.0
795.0,2.0,1.75,1.5,13.0,2,0.005013139115439146,0.228478029605796,0.005013139115439146,-0.22493434088122538,0.06461245898336353,0.228478029605796,0.12368026727075526,0.018882504935714528,0.5114560377861244,0.5114560377861244,0.5114560377861244
800.0,2.0,1.75,1.5,8.0,2,0.006340889739205335,0.228478029605796,0.006340889739205335,-0.22493434088122538,0.0645856958650909,0.228478029605796,0.12368026727075526,0.018882504935714528,0.5114560377861244,0.5114560377861244,0.5114560377861244
805.0,2.0,1.75,1.5,3.0,2,0.0048751518855170125,0.228478029605796,0.0048751518855170125,-0.22493434088122538,0.06484854088511216,0.228478029605796,0.12368026727075526,0.018882504935714528,0.5114560377861244,0.5114560377861244,0.5114560377861244
810.0,2.0,1.75,1.5,0.5,1,0.015192413758927215,0.228478029605796,0.015192413758927215,-0.013906926142787324,0.041148677645962715,0.228478029605796,0.228478029605796,0.228478029605796,0.5114560377861244,0.5114560377861244,0.5114560377861244
815.0,0.0,0.0,0.0,18.0,1,0.00259053196984274,0.0185038371110402,0.00259053196984274,-0.013906926142787324,0.007111390687902265,0.01231994356812438,0.01231994356812438,0.01231994356812438,0.0,0.0,0.0
820.0,0.0,0.0,0.0,13.0,1,0.0013096862810883447,0.01231994356812438,0.0013096862810883447,-0.013906926142787324,0.006526880840154152,0.01231994356812438,0.01231994356812438,0.01231994356812438,0.0,0.0,0.0
825.0,0.0,0.0,0.0,8.0,1,0.0026439179371031576,0.01231994356812438,0.0026439179371031576,-0.009036544550738213,0.005503673553015403,0.01231994356812438,0.01231994356812438,0.01231994356812438,0.0,0.0,0.0
830.0,0.0,0.0,0.0,3.0,1,0.0006187589553034378,0.01231994356812438,0.0006187589553034378,-0.011717244383006364,0.006336715995190273,0.01231994356812438,0.01231994356812438,0.01231994356812438,0.0,0.0,0.0
835.0,,,,,0,-0.0004727202594992794,0.009826022419017644,-0.0004727202594992794,-0.011717244383006364,0.005765037229262543,,,,,,
840.0,,,,,0,0.002662662970719842,0.03421753135302752,0.002662662970719842,-0.011717244383006364,0.009789086333380824,,,,,,
