63367643 ;250;1303.0;-3273.0;-1907.0;536.0;13.0;-120.0;-58.0;54.0;20.0;172;8;
63367659 ;251;1254.0;-3310.0;-1916.0;580.0;-12.0;-136.0;-60.0;54.0;22.0;79;127;
63367664 ;252;1239.0;-3333.0;-1852.0;623.0;-60.0;-152.0;-60.0;54.0;22.0;84;234;
63367675 ;253;1249.0;-3403.0;-1827.0;667.0;-116.0;-166.0;-59.0;57.0;29.0;35;1;
63367682 ;254;1222.0;-3436.0;-1825.0;719.0;-176.0;-162.0;-59.0;57.0;29.0;230;138;
63367694 ;255;1226.0;-3382.0;-1794.0;764.0;-256.0;-136.0;-60.0;62.0;20.0;50;178;
63367702 ;0;1220.0;-3235.0;-1701.0;769.0;-309.0;-118.0;-60.0;62.0;20.0;1;181;
63367714 ;1;1271.0;-3156.0;-1650.0;723.0;-294.0;-112.0;-56.0;58.0;22.0;159;113;
63367723 ;2;1353.0;-3194.0;-1726.0;690.0;-243.0;-126.0;-56.0;58.0;22.0;134;142;
63367734 ;3;1359.0;-3248.0;-1738.0;678.0;-195.0;-148.0;-63.0;55.0;19.0;76;224;
63367746 ;4;1354.0;-3317.0;-1692.0;668.0;-142.0;-167.0;-63.0;55.0;19.0;73;171;
63367754 ;5;1373.0;-3378.0;-1647.0;665.0;-77.0;-174.0;-63.0;59.0;13.0;129;81;
63367763 ;6;1400.0;-3405.0;-1664.0;670.0;-47.0;-183.0;-63.0;59.0;13.0;139;101;
63367775 ;7;1398.0;-3434.0;-1637.0;674.0;-53.0;-189.0;-59.0;61.0;11.0;132;124;
63367783 ;8;1403.0;-3485.0;-1645.0;689.0;-55.0;-183.0;-59.0;61.0;11.0;98;152;
63367799 ;9;1397.0;-3473.0;-1649.0;705.0;-50.0;-177.0;-64.0;52.0;10.0;113;251;
63367804 ;10;1348.0;-3458.0;-1709.0;702.0;-97.0;-205.0;-64.0;52.0;10.0;198;86;
63367815 ;11;1340.0;-3462.0;-1599.0;692.0;-129.0;-224.0;-71.0;59.0;13.0;239;49;
63367824 ;12;1334.0;-3454.0;-1563.0;688.0;-113.0;-235.0;-71.0;59.0;13.0;23;33;
63367839 ;13;1355.0;-3429.0;-1464.0;654.0;-70.0;-257.0;-59.0;55.0;3.0;154;116;
63367843 ;14;1410.0;-3467.0;-1423.0;632.0;-19.0;-264.0;-59.0;55.0;3.0;235;207;
63367856 ;15;1535.0;-3454.0;-1453.0;623.0;47.0;-252.0;-68.0;58.0;6.0;156;192;
63367863 ;16;1544.0;-3439.0;-1406.0;613.0;97.0;-258.0;-68.0;58.0;6.0;6;86;
63367874 ;17;1578.0;-3459.0;-1404.0;602.0;156.0;-262.0;-63.0;53.0;11.0;72;38;
63367886 ;18;1593.0;-3488.0;-1405.0;561.0;233.0;-271.0;-63.0;53.0;11.0;85;57;
63367894 ;19;1567.0;-3523.0;-1356.0;513.0;332.0;-282.0;-66.0;52.0;2.0;102;128;
63367903 ;20;1628.0;-3632.0;-1353.0;487.0;420.0;-297.0;-66.0;52.0;2.0;103;21;
63367918 ;21;1696.0;-3730.0;-1366.0;508.0;520.0;-292.0;-68.0;52.0;6.0;190;242;
63367925 ;22;1726.0;-3760.0;-1385.0;568.0;616.0;-272.0;-68.0;52.0;6.0;93;103;
63367939 ;23;1733.0;-3725.0;-1387.0;637.0;688.0;-276.0;-66.0;52.0;4.0;15;189;
63367946 ;24;1750.0;-3606.0;-1364.0;704.0;754.0;-301.0;-66.0;52.0;4.0;27;193;
63367959 ;25;1755.0;-3447.0;-1349.0;746.0;792.0;-313.0;-70.0;50.0;-8.0;2;110;
63367963 ;26;1592.0;-3231.0;-1239.0;742.0;758.0;-358.0;-70.0;50.0;-8.0;84;74;
63367975 ;27;1430.0;-3205.0;-1181.0;697.0;692.0;-435.0;-74.0;46.0;-16.0;58;100;
63367984 ;28;1415.0;-3271.0;-1162.0;653.0;647.0;-451.0;-74.0;46.0;-16.0;148;82;
63367994 ;29;1372.0;-3353.0;-1157.0;632.0;599.0;-435.0;-73.0;51.0;-9.0;244;20;
63368003 ;30;1362.0;-3434.0;-1211.0;640.0;451.0;-438.0;-73.0;51.0;-9.0;212;62;
63368015 ;31;1440.0;-3522.0;-1210.0;687.0;252.0;-398.0;-74.0;48.0;-12.0;84;78;
63368025 ;32;1521.0;-3521.0;-1062.0;733.0;138.0;-336.0;-74.0;48.0;-12.0;53;123;
63368034 ;33;1605.0;-3484.0;-965.0;742.0;189.0;-282.0;-75.0;45.0;-13.0;127;51;
63368045 ;34;1639.0;-3448.0;-977.0;723.0;287.0;-259.0;-75.0;45.0;-13.0;33;103;
63368054 ;35;1717.0;-3453.0;-965.0;718.0;330.0;-233.0;-76.0;44.0;-14.0;181;9;
63368063 ;36;1723.0;-3449.0;-987.0;730.0;324.0;-201.0;-76.0;44.0;-14.0;208;32;
63368078 ;37;1692.0;-3478.0;-937.0;737.0;268.0;-198.0;-81.0;45.0;-15.0;148;254;
63368085 ;38;1750.0;-3635.0;-883.0;735.0;233.0;-178.0;-81.0;45.0;-15.0;85;103;
63368099 ;39;1786.0;-3733.0;-843.0;761.0;288.0;-91.0;-72.0;44.0;-14.0;242;196;
63368109 ;40;1718.0;-3676.0;-902.0;831.0;331.0;15.0;-72.0;44.0;-14.0;138;126;
63368114 ;41;1618.0;-3562.0;-830.0;922.0;258.0;31.0;-78.0;44.0;-18.0;250;120;
63368123 ;42;1620.0;-3559.0;-739.0;998.0;134.0;29.0;-78.0;44.0;-18.0;41;87;
63368134 ;43;1611.0;-3584.0;-560.0;1053.0;80.0;6.0;-69.0;41.0;-27.0;163;171;
63368145 ;44;1629.0;-3698.0;-424.0;1083.0;81.0;-37.0;-69.0;41.0;-27.0;191;185;
63368156 ;45;1721.0;-3862.0;-392.0;1137.0;121.0;-46.0;-80.0;44.0;-24.0;231;113;
63368165 ;46;1766.0;-3953.0;-361.0;1215.0;167.0;-12.0;-80.0;44.0;-24.0;119;145;
63368174 ;47;1806.0;-4016.0;-350.0;1305.0;181.0;43.0;-77.0;43.0;-33.0;7;53;
63368183 ;48;1767.0;-3980.0;-289.0;1398.0;140.0;116.0;-77.0;43.0;-33.0;190;146;
63368194 ;49;1630.0;-3912.0;-150.0;1457.0;52.0;172.0;-76.0;42.0;-26.0;40;202;
63368204 ;50;1522.0;-3892.0;-7.0;1483.0;-37.0;210.0;-76.0;42.0;-26.0;69;149;
63368218 ;51;1470.0;-3938.0;110.0;1519.0;-129.0;257.0;-73.0;39.0;-39.0;69;129;
63368223 ;52;1521.0;-3981.0;192.0;1533.0;-215.0;289.0;-73.0;39.0;-39.0;120;238;
63368236 ;53;1519.0;-4104.0;261.0;1562.0;-301.0;309.0;-78.0;34.0;-40.0;17;171;
63368244 ;54;1574.0;-4230.0;380.0;1628.0;-370.0;335.0;-78.0;34.0;-40.0;90;248;
63368256 ;55;1614.0;-4355.0;500.0;1712.0;-427.0;351.0;-78.0;42.0;-48.0;168;184;
63368264 ;56;1703.0;-4382.0;598.0;1821.0;-450.0;360.0;-78.0;42.0;-48.0;170;16;
63368280 ;57;1818.0;-4338.0;794.0;1926.0;-418.0;395.0;-77.0;33.0;-47.0;182;30;
63368289 ;58;1961.0;-4143.0;796.0;1974.0;-297.0;494.0;-77.0;33.0;-47.0;23;171;
63368301 ;59;2023.0;-3940.0;790.0;1930.0;-152.0;640.0;-77.0;35.0;-49.0;21;79;
63368308 ;60;1845.0;-3657.0;596.0;1851.0;-48.0;781.0;-77.0;35.0;-49.0;100;118;
63368315 ;61;1615.0;-3431.0;537.0;1752.0;-10.0;836.0;-79.0;33.0;-57.0;19;233;
63368326 ;62;1371.0;-3354.0;436.0;1642.0;-56.0;784.0;-79.0;33.0;-57.0;54;244;
63368344 ;63;1292.0;-3356.0;404.0;1533.0;-124.0;707.0;-76.0;30.0;-58.0;197;177;
63368346 ;64;1406.0;-3417.0;342.0;1417.0;-191.0;637.0;-76.0;30.0;-58.0;192;50;
63368366 ;65;1435.0;-3547.0;219.0;1327.0;-276.0;571.0;-72.0;30.0;-58.0;242;152;
63368369 ;66;1455.0;-3618.0;85.0;1274.0;-398.0;515.0;-72.0;30.0;-58.0;81;171;
63368376 ;67;1512.0;-3593.0;98.0;1228.0;-539.0;446.0;-73.0;29.0;-61.0;170;230;
63368383 ;68;1580.0;-3591.0;147.0;1163.0;-619.0;355.0;-73.0;29.0;-61.0;55;51;
63368394 ;69;1660.0;-3602.0;223.0;1079.0;-652.0;281.0;-70.0;26.0;-64.0;7;23;
63368418 ;70;1753.0;-3586.0;254.0;987.0;-678.0;236.0;-70.0;26.0;-64.0;239;177;
63368436 ;71;1876.0;-3643.0;333.0;896.0;-685.0;195.0;-73.0;29.0;-63.0;249;195;
63368439 ;72;1931.0;-3645.0;412.0;813.0;-622.0;170.0;-73.0;29.0;-63.0;81;193;
63368470 ;73;1958.0;-3655.0;424.0;728.0;-522.0;148.0;-70.0;18.0;-60.0;98;10;
63368471 ;74;1945.0;-3708.0;456.0;617.0;-364.0;155.0;-70.0;18.0;-60.0;120;180;
63368502 ;75;1812.0;-3758.0;470.0;519.0;-209.0;148.0;-73.0;21.0;-65.0;254;90;
63368523 ;76;1743.0;-3780.0;437.0;423.0;-53.0;151.0;-73.0;21.0;-65.0;192;206;
63368550 ;77;1666.0;-3766.0;394.0;344.0;37.0;158.0;-73.0;17.0;-67.0;100;42;
63368560 ;78;1563.0;-3728.0;328.0;264.0;80.0;167.0;-73.0;17.0;-67.0;198;84;
63368583 ;79;1492.0;-3687.0;287.0;208.0;55.0;156.0;-75.0;19.0;-69.0;32;164;
63368601 ;80;1368.0;-3651.0;276.0;162.0;-11.0;117.0;-75.0;19.0;-69.0;38;190;
63368602 ;81;1396.0;-3663.0;333.0;105.0;-55.0;87.0;-76.0;14.0;-68.0;232;8;
63368604 ;82;1407.0;-3699.0;361.0;63.0;-91.0;56.0;-76.0;14.0;-68.0;127;77;
63368621 ;83;1491.0;-3735.0;450.0;26.0;-97.0;21.0;-72.0;22.0;-68.0;199;137;
63368622 ;84;1583.0;-3794.0;543.0;-1.0;-82.0;-6.0;-72.0;22.0;-68.0;31;211;
63368624 ;85;1665.0;-3779.0;621.0;-42.0;-18.0;-11.0;-69.0;17.0;-71.0;220;122;
63368629 ;86;1726.0;-3744.0;597.0;-88.0;50.0;-28.0;-69.0;17.0;-71.0;43;111;
63368635 ;87;1703.0;-3733.0;615.0;-127.0;97.0;-59.0;-75.0;17.0;-69.0;23;25;
63368635 ;88;1655.0;-3711.0;617.0;-171.0;163.0;-50.0;-75.0;17.0;-69.0;31;63;
63368636 ;89;1645.0;-3641.0;619.0;-186.0;235.0;-38.0;-73.0;15.0;-69.0;163;51;
63368637 ;90;1651.0;-3635.0;639.0;-165.0;337.0;-24.0;-73.0;15.0;-69.0;78;164;
63368637 ;91;1662.0;-3637.0;638.0;-125.0;477.0;-21.0;-68.0;20.0;-74.0;19;229;
63368646 ;92;1738.0;-3743.0;644.0;-101.0;591.0;-90.0;-68.0;20.0;-74.0;66;194;
63368650 ;93;1711.0;-3941.0;778.0;-97.0;664.0;-153.0;-75.0;23.0;-69.0;247;199;
63368657 ;94;1543.0;-4192.0;765.0;-125.0;692.0;-144.0;-75.0;23.0;-69.0;79;153;
63368660 ;95;1326.0;-4342.0;690.0;-108.0;586.0;-72.0;-73.0;23.0;-71.0;132;118;
63368666 ;96;1110.0;-4270.0;680.0;-95.0;428.0;13.0;-73.0;23.0;-71.0;174;232;
63368674 ;97;1063.0;-4036.0;689.0;-148.0;323.0;80.0;-69.0;21.0;-71.0;27;129;
63368683 ;98;1127.0;-3858.0;549.0;-213.0;204.0;89.0;-69.0;21.0;-71.0;210;68;
63368694 ;99;1256.0;-3803.0;540.0;-246.0;84.0;99.0;-69.0;21.0;-67.0;248;190;
63368702 ;100;1323.0;-3797.0;555.0;-305.0;4.0;109.0;-69.0;21.0;-67.0;208;216;
63368715 ;101;1354.0;-3841.0;491.0;-350.0;-25.0;127.0;-71.0;21.0;-65.0;73;205;
63368725 ;102;1393.0;-3859.0;500.0;-372.0;-6.0;139.0;-71.0;21.0;-65.0;113;63;
63368735 ;103;1415.0;-3839.0;451.0;-413.0;2.0;132.0;-67.0;19.0;-65.0;71;247;
63368744 ;104;1482.0;-3801.0;439.0;-439.0;1.0;122.0;-67.0;19.0;-65.0;128;48;
63368755 ;105;1525.0;-3780.0;386.0;-464.0;49.0;135.0;-67.0;21.0;-65.0;178;146;
63368765 ;106;1474.0;-3740.0;395.0;-496.0;146.0;123.0;-67.0;21.0;-65.0;230;136;
63368778 ;107;1425.0;-3717.0;372.0;-518.0;223.0;111.0;-70.0;24.0;-70.0;219;133;
63368783 ;108;1370.0;-3718.0;311.0;-513.0;270.0;102.0;-70.0;24.0;-70.0;147;215;
63368804 ;109;1343.0;-3641.0;346.0;-530.0;332.0;102.0;-70.0;24.0;-64.0;28;74;
63368819 ;110;1318.0;-3565.0;278.0;-570.0;374.0;91.0;-70.0;24.0;-64.0;4;228;
63368821 ;111;1286.0;-3500.0;294.0;-606.0;388.0;83.0;-67.0;25.0;-65.0;27;85;
63368830 ;112;1220.0;-3528.0;225.0;-628.0;377.0;104.0;-67.0;25.0;-65.0;107;203;
63368835 ;113;1115.0;-3498.0;240.0;-688.0;364.0;103.0;-69.0;23.0;-61.0;230;152;
63368843 ;114;1099.0;-3578.0;113.0;-749.0;333.0;107.0;-69.0;23.0;-61.0;176;52;
63368860 ;115;1056.0;-3632.0;36.0;-757.0;279.0;111.0;-65.0;29.0;-57.0;214;146;
63368866 ;116;1080.0;-3662.0;-26.0;-753.0;201.0;118.0;-65.0;29.0;-57.0;78;16;
63368874 ;117;1118.0;-3644.0;21.0;-758.0;149.0;139.0;-62.0;28.0;-62.0;144;208;
63368883 ;118;1095.0;-3672.0;64.0;-790.0;174.0;185.0;-62.0;28.0;-62.0;175;27;
63368895 ;119;1156.0;-3712.0;94.0;-818.0;205.0;227.0;-67.0;25.0;-59.0;11;143;
63368902 ;120;1151.0;-3775.0;185.0;-884.0;251.0;287.0;-67.0;25.0;-59.0;76;212;
63368924 ;121;1134.0;-3851.0;291.0;-981.0;340.0;350.0;-63.0;31.0;-63.0;152;220;
63368926 ;122;1108.0;-3965.0;300.0;-1055.0;462.0;415.0;-63.0;31.0;-63.0;134;10;
63368935 ;123;1100.0;-4032.0;315.0;-1106.0;509.0;449.0;-58.0;32.0;-60.0;114;216;
63368943 ;124;1125.0;-4174.0;422.0;-1125.0;507.0;484.0;-58.0;32.0;-60.0;118;144;
63368954 ;125;1188.0;-4304.0;472.0;-1154.0;532.0;524.0;-60.0;38.0;-54.0;150;68;
63368963 ;126;1361.0;-4396.0;625.0;-1160.0;617.0;537.0;-60.0;38.0;-54.0;222;146;
63368974 ;127;1451.0;-4559.0;586.0;-1150.0;688.0;545.0;-58.0;34.0;-50.0;202;174;
63368983 ;128;1648.0;-4697.0;775.0;-1143.0;815.0;528.0;-58.0;34.0;-50.0;58;244;
63368994 ;129;1659.0;-4729.0;744.0;-1074.0;1027.0;480.0;-56.0;36.0;-52.0;241;165;
63369006 ;130;1635.0;-4538.0;611.0;-1013.0;1267.0;441.0;-56.0;36.0;-52.0;28;156;
63369014 ;131;1594.0;-4211.0;510.0;-932.0;1403.0;412.0;-57.0;43.0;-53.0;152;108;
63369023 ;132;1481.0;-3863.0;495.0;-865.0;1495.0;377.0;-57.0;43.0;-53.0;241;123;
63369035 ;133;1302.0;-3540.0;465.0;-809.0;1510.0;345.0;-48.0;42.0;-48.0;154;8;
63369043 ;134;1083.0;-3375.0;351.0;-769.0;1492.0;304.0;-48.0;42.0;-48.0;223;39;
63369059 ;135;893.0;-3268.0;280.0;-729.0;1410.0;264.0;-49.0;45.0;-47.0;248;98;
63369064 ;136;778.0;-3195.0;224.0;-692.0;1315.0;216.0;-49.0;45.0;-47.0;43;65;
63369075 ;137;706.0;-3143.0;143.0;-651.0;1199.0;158.0;-44.0;44.0;-48.0;67;51;
63369083 ;138;665.0;-3128.0;20.0;-607.0;1065.0;99.0;-44.0;44.0;-48.0;26;46;
63369094 ;139;654.0;-3172.0;64.0;-568.0;929.0;7.0;-48.0;48.0;-44.0;86;166;
63369103 ;140;658.0;-3361.0;-45.0;-535.0;713.0;-71.0;-48.0;48.0;-44.0;40;154;
63369114 ;141;662.0;-3555.0;-52.0;-515.0;510.0;-167.0;-44.0;42.0;-40.0;78;144;
63369123 ;142;739.0;-3884.0;6.0;-515.0;362.0;-279.0;-44.0;42.0;-40.0;135;61;
63369134 ;143;876.0;-4303.0;72.0;-555.0;199.0;-324.0;-47.0;51.0;-43.0;186;198;
63369146 ;144;1061.0;-4612.0;101.0;-544.0;80.0;-359.0;-47.0;51.0;-43.0;204;242;
63369153 ;145;1208.0;-4699.0;172.0;-498.0;25.0;-408.0;-46.0;50.0;-46.0;20;174;
63369163 ;146;1406.0;-4538.0;317.0;-486.0;139.0;-463.0;-46.0;50.0;-46.0;87;197;
63369175 ;147;1551.0;-4307.0;398.0;-558.0;305.0;-498.0;-44.0;50.0;-38.0;104;46;
63369183 ;148;1657.0;-4120.0;352.0;-708.0;465.0;-507.0;-44.0;50.0;-38.0;97;113;
63369196 ;149;1744.0;-4089.0;242.0;-865.0;680.0;-506.0;-41.0;49.0;-41.0;164;108;
63369203 ;150;1753.0;-4185.0;-125.0;-953.0;941.0;-530.0;-41.0;49.0;-41.0;114;96;
63369216 ;151;1689.0;-4257.0;-753.0;-963.0;1076.0;-554.0;-43.0;51.0;-41.0;219;139;
63369223 ;152;1244.0;-4446.0;-1314.0;-925.0;954.0;-548.0;-43.0;51.0;-41.0;220;52;
63369234 ;153;621.0;-4648.0;-1661.0;-832.0;401.0;-458.0;-43.0;51.0;-37.0;214;202;
63369243 ;154;57.0;-4534.0;-1160.0;-670.0;-337.0;-264.0;-43.0;51.0;-37.0;139;91;
63369254 ;155;-200.0;-4131.0;-341.0;-678.0;-721.0;-112.0;-45.0;49.0;-35.0;98;52;
63369263 ;156;151.0;-3681.0;-30.0;-829.0;-654.0;-96.0;-45.0;49.0;-35.0;122;130;
63369274 ;157;892.0;-3369.0;133.0;-1023.0;-228.0;-210.0;-47.0;57.0;-33.0;192;144;
63369286 ;158;1787.0;-3259.0;161.0;-1219.0;431.0;-352.0;-47.0;57.0;-33.0;15;95;
63369294 ;159;2386.0;-3240.0;-150.0;-1396.0;1264.0;-439.0;-47.0;49.0;-29.0;124;230;
63369303 ;160;2653.0;-3308.0;-676.0;-1562.0;2095.0;-408.0;-47.0;49.0;-29.0;240;54;
63369316 ;161;2505.0;-3305.0;-1122.0;-1661.0;2747.0;-262.0;-51.0;53.0;-29.0;92;30;
63369323 ;162;2034.0;-3267.0;-1303.0;-1674.0;3148.0;-117.0;-51.0;53.0;-29.0;12;0;
63369334 ;163;1515.0;-3291.0;-1142.0;-1578.0;3379.0;-22.0;-46.0;58.0;-32.0;60;204;
63369342 ;164;1024.0;-3379.0;-608.0;-1350.0;3551.0;31.0;-46.0;58.0;-32.0;215;109;
63369356 ;165;737.0;-3556.0;-29.0;-1091.0;3848.0;-20.0;-41.0;57.0;-25.0;81;197;
63369363 ;166;376.0;-3880.0;278.0;-886.0;4173.0;-90.0;-41.0;57.0;-25.0;165;177;
63369374 ;167;123.0;-4323.0;-18.0;-728.0;4250.0;-122.0;-38.0;58.0;-20.0;151;63;
63369382 ;168;-175.0;-4649.0;-560.0;-576.0;3749.0;-44.0;-38.0;58.0;-20.0;244;138;
63369394 ;169;-497.0;-4763.0;-739.0;-427.0;2824.0;79.0;-37.0;63.0;-21.0;4;242;
63369402 ;170;-635.0;-4683.0;-605.0;-295.0;1764.0;192.0;-37.0;63.0;-21.0;28;244;
63369414 ;171;-599.0;-4432.0;-383.0;-134.0;820.0;301.0;-36.0;52.0;-20.0;112;110;
63369429 ;172;-477.0;-4124.0;-271.0;7.0;61.0;401.0;-36.0;52.0;-20.0;137;241;
63369434 ;173;-167.0;-3829.0;-291.0;101.0;-519.0;451.0;-40.0;64.0;-16.0;43;51;
63369443 ;174;303.0;-3585.0;-335.0;160.0;-919.0;448.0;-40.0;64.0;-16.0;115;119;
63369455 ;175;916.0;-3478.0;-406.0;181.0;-1078.0;413.0;-38.0;54.0;-20.0;70;6;
63369463 ;176;1459.0;-3456.0;-514.0;189.0;-1042.0;378.0;-38.0;54.0;-20.0;26;142;
63369479 ;177;1783.0;-3336.0;-535.0;182.0;-867.0;286.0;-32.0;58.0;-22.0;24;140;
63369485 ;178;2054.0;-3331.0;-563.0;89.0;-572.0;112.0;-32.0;58.0;-22.0;47;137;
63369496 ;179;2310.0;-3477.0;-665.0;-59.0;-170.0;-79.0;-30.0;58.0;-20.0;124;124;
63369503 ;180;2536.0;-3634.0;-709.0;-209.0;302.0;-241.0;-30.0;58.0;-20.0;55;189;
63369514 ;181;2656.0;-3732.0;-657.0;-332.0;835.0;-353.0;-36.0;56.0;-20.0;165;153;
63369523 ;182;2605.0;-3680.0;-585.0;-429.0;1411.0;-420.0;-36.0;56.0;-20.0;141;33;
63369534 ;183;2370.0;-3572.0;-464.0;-510.0;1979.0;-465.0;-38.0;58.0;-18.0;71;121;
63369542 ;184;2016.0;-3404.0;-372.0;-592.0;2474.0;-503.0;-38.0;58.0;-18.0;96;86;
63369554 ;185;1562.0;-3321.0;-365.0;-703.0;2832.0;-540.0;-36.0;60.0;-20.0;202;164;
63369566 ;186;1013.0;-3374.0;-489.0;-861.0;2977.0;-584.0;-36.0;60.0;-20.0;183;19;
63369574 ;187;533.0;-3625.0;-692.0;-1013.0;2860.0;-623.0;-33.0;57.0;-19.0;220;166;
