TIME,ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ,MAGX,MAGY,MAGZ,LAB
27.820000,-2644.000000,1731.000000,-6236.000000,-1437.000000,-127.000000,1040.000000,104.000000,-134.000000,76.000000,4.000000
27.830000,-30034.000000,20979.000000,3336.000000,7394.000000,26364.000000,-3841.000000,26627.000000,31232.000000,19711.000000,4.000000
27.840000,-3681.000000,2348.000000,-8429.000000,-563.000000,-332.000000,981.000000,98.000000,-140.000000,80.000000,4.000000
27.850000,-3938.000000,2384.000000,-8288.000000,-222.000000,-773.000000,1052.000000,98.000000,-140.000000,80.000000,4.000000
27.860000,-3298.000000,2580.000000,-7159.000000,108.000000,-791.000000,1153.000000,97.000000,-145.000000,71.000000,4.000000
27.870000,-2233.000000,2805.000000,-5788.000000,231.000000,-500.000000,1148.000000,97.000000,-145.000000,71.000000,4.000000
27.880000,-1422.000000,3605.000000,-3551.000000,286.000000,217.000000,1144.000000,93.000000,-143.000000,69.000000,4.000000
27.890000,-2313.000000,5013.000000,-3086.000000,-201.000000,450.000000,923.000000,93.000000,-143.000000,69.000000,4.000000
27.900000,-3246.000000,4351.000000,-1558.000000,-364.000000,623.000000,902.000000,99.000000,-147.000000,69.000000,4.000000
27.910000,-3229.000000,3787.000000,-2264.000000,57.000000,895.000000,390.000000,99.000000,-147.000000,69.000000,4.000000
27.920000,-2911.000000,3531.000000,-2952.000000,810.000000,732.000000,-370.000000,98.000000,-148.000000,72.000000,4.000000
27.930000,-2634.000000,3476.000000,-3769.000000,1116.000000,613.000000,-652.000000,92.000000,-148.000000,72.000000,4.000000
27.940000,-2562.000000,3318.000000,-4016.000000,1555.000000,535.000000,-940.000000,92.000000,-148.000000,72.000000,4.000000
27.950000,-2426.000000,3153.000000,-4161.000000,1797.000000,478.000000,-1125.000000,93.000000,-147.000000,83.000000,4.000000
27.960000,-2283.000000,2701.000000,-4343.000000,1991.000000,564.000000,-1268.000000,93.000000,-147.000000,83.000000,4.000000
27.970000,-2119.000000,2237.000000,-4668.000000,2171.000000,756.000000,-1365.000000,94.000000,-144.000000,84.000000,4.000000
27.980000,-1943.000000,1962.000000,-4946.000000,2374.000000,955.000000,-1412.000000,94.000000,-144.000000,84.000000,4.000000
27.990000,-2100.000000,1757.000000,-5091.000000,2506.000000,1022.000000,-1418.000000,95.000000,-137.000000,81.000000,4.000000
28.000000,-2104.000000,1155.000000,-4971.000000,2633.000000,855.000000,-1407.000000,98.000000,-126.000000,96.000000,4.000000
28.010000,-2105.000000,799.000000,-4494.000000,2587.000000,494.000000,-1375.000000,98.000000,-126.000000,96.000000,4.000000
28.020000,-1895.000000,373.000000,-3926.000000,2514.000000,29.000000,-1312.000000,99.000000,-117.000000,97.000000,4.000000
28.030000,-1742.000000,64.000000,-3353.000000,2419.000000,-463.000000,-1206.000000,99.000000,-117.000000,97.000000,4.000000
28.040000,-1601.000000,-201.000000,-2765.000000,2279.000000,-955.000000,-1122.000000,99.000000,-109.000000,97.000000,4.000000
28.050000,-1457.000000,-356.000000,-2332.000000,2130.000000,-1420.000000,-1025.000000,99.000000,-109.000000,97.000000,4.000000
28.060000,-1332.000000,-465.000000,-1976.000000,1923.000000,-1877.000000,-929.000000,101.000000,-103.000000,99.000000,4.000000
28.070000,-1050.000000,-719.000000,-1304.000000,1485.000000,-2611.000000,-741.000000,103.000000,-99.000000,97.000000,4.000000
28.080000,-846.000000,-864.000000,-1150.000000,1274.000000,-2796.000000,-622.000000,103.000000,-99.000000,97.000000,4.000000
28.090000,-637.000000,-940.000000,-1031.000000,1073.000000,-2845.000000,-495.000000,108.000000,-96.000000,92.000000,4.000000
28.100000,-510.000000,-1000.000000,-944.000000,901.000000,-2778.000000,-342.000000,108.000000,-96.000000,92.000000,4.000000
28.110000,-528.000000,-962.000000,-695.000000,738.000000,-2699.000000,-166.000000,114.000000,-90.000000,84.000000,4.000000
28.120000,-571.000000,-973.000000,-408.000000,532.000000,-2703.000000,23.000000,114.000000,-90.000000,84.000000,4.000000
28.130000,-645.000000,-1015.000000,-252.000000,312.000000,-2655.000000,255.000000,115.000000,-85.000000,75.000000,4.000000
28.140000,-682.000000,-997.000000,-237.000000,104.000000,-2579.000000,475.000000,115.000000,-85.000000,75.000000,4.000000
28.150000,-657.000000,-789.000000,-253.000000,-279.000000,-2212.000000,966.000000,121.000000,-87.000000,63.000000,4.000000
28.160000,-657.000000,-637.000000,-241.000000,-465.000000,-1923.000000,1220.000000,128.000000,-86.000000,62.000000,4.000000
28.170000,-604.000000,-583.000000,-138.000000,-658.000000,-1488.000000,1469.000000,128.000000,-86.000000,62.000000,4.000000
28.180000,-509.000000,-545.000000,-390.000000,-831.000000,-738.000000,1713.000000,131.000000,-87.000000,55.000000,4.000000
28.190000,-683.000000,-375.000000,-1260.000000,-906.000000,259.000000,1886.000000,131.000000,-87.000000,55.000000,4.000000
28.200000,-1236.000000,-6.000000,-2272.000000,-876.000000,1508.000000,1952.000000,124.000000,-98.000000,56.000000,4.000000
28.210000,-1855.000000,399.000000,-3614.000000,-761.000000,2903.000000,1877.000000,124.000000,-98.000000,56.000000,4.000000
28.220000,-6677.000000,2914.000000,-9653.000000,1594.000000,3354.000000,-206.000000,96.000000,-118.000000,106.000000,4.000000
28.230000,-5864.000000,3748.000000,-9267.000000,2160.000000,1023.000000,-536.000000,80.000000,-118.000000,108.000000,4.000000
28.240000,-4382.000000,29422.000000,-2804.000000,-3619.000000,9737.000000,-25860.000000,20733.000000,-30208.000000,27903.000000,4.000000
28.250000,-1767.000000,750.000000,-5320.000000,4792.000000,-449.000000,-2130.000000,86.000000,-92.000000,114.000000,4.000000
28.260000,-242.000000,-319.000000,-2112.000000,5032.000000,536.000000,-2126.000000,89.000000,-61.000000,117.000000,4.000000
28.270000,645.000000,-1055.000000,4551.000000,4443.000000,-633.000000,-1657.000000,86.000000,-42.000000,114.000000,4.000000
28.280000,2598.000000,-3605.000000,8309.000000,1264.000000,-570.000000,-1156.000000,86.000000,-14.000000,100.000000,4.000000
28.290000,2996.000000,-3684.000000,5749.000000,409.000000,563.000000,-963.000000,86.000000,-14.000000,100.000000,4.000000
28.300000,-3268.000000,3416.000000,-3973.000000,1674.000000,485.000000,-101.000000,88.000000,-48.000000,116.000000,4.000000
28.310000,-13507.000000,14960.000000,-1852.000000,4890.000000,4487.000000,-3586.000000,88.000000,-48.000000,116.000000,4.000000
28.320000,-8214.000000,-7571.000000,-3538.000000,3207.000000,-1609.000000,-3120.000000,85.000000,-47.000000,127.000000,4.000000
28.330000,-4944.000000,-1531.000000,-5300.000000,2603.000000,-2449.000000,-732.000000,85.000000,-47.000000,127.000000,4.000000
28.340000,-2386.000000,1546.000000,-6836.000000,2148.000000,-1560.000000,-755.000000,85.000000,-31.000000,119.000000,4.000000
28.350000,-294.000000,-518.000000,-6900.000000,2934.000000,-222.000000,-1765.000000,85.000000,-31.000000,119.000000,4.000000
28.360000,1097.000000,-3271.000000,-4424.000000,4158.000000,248.000000,-1825.000000,85.000000,-27.000000,113.000000,4.000000
28.370000,1577.000000,-3299.000000,-3997.000000,4573.000000,-126.000000,-1421.000000,79.000000,-17.000000,105.000000,4.000000
28.380000,-364.000000,-3372.000000,-861.000000,4912.000000,-557.000000,-1121.000000,75.000000,-3.000000,99.000000,4.000000
