# slp_min,pks_max,n_peak,dur_min,slp_max,dur_max,pks_mean,latency,dur_mean,slp_mean,pha_auc,pha_min,pha_std,pks_min,pha_max,pha_mean
nan,nan,0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,-3.348000412186302949e-04,-6.416312492099340847e-03,2.764640098944289460e-03,nan,8.639582880562657330e-03,-3.348000412186302949e-04
5.009981961589097255e-01,6.835709551784691085e-02,2.000000000000000000e+00,7.500000000000000000e-01,7.512218852094071364e-01,1.250000000000000000e+00,6.348498890192308397e-02,1.350000000000000000e+01,1.000000000000000000e+00,6.261100406841584309e-01,5.245133550573514644e-03,-1.331178830099144506e-02,1.615755320753754429e-02,5.861288228599925709e-02,6.835709551784691085e-02,5.245133550573514644e-03
5.002864424863314730e-01,9.336498763665357359e-02,4.000000000000000000e+00,7.500000000000000000e-01,1.002222914541680110e+00,1.250000000000000000e+00,6.752107123018498414e-02,3.500000000000000000e+00,1.083333333333333259e+00,6.886823595990820834e-01,1.307695958672688320e-02,-1.331178830099144506e-02,2.408012020581997911e-02,4.974931948024019501e-02,9.336498763665357359e-02,1.307695958672688320e-02
5.002864424863314730e-01,9.336498763665357359e-02,4.000000000000000000e+00,1.250000000000000000e+00,1.002222914541680110e+00,3.250000000000000000e+00,7.447875851344319675e-02,7.500000000000000000e+00,2.083333333333333481e+00,8.347351890446209621e-01,1.701110861015566605e-02,-3.166182366000958037e-02,2.909978842023123319e-02,4.974931948024019501e-02,9.336498763665357359e-02,1.701110861015566605e-02
7.527167489781282361e-01,8.548292878817542739e-02,3.000000000000000000e+00,1.500000000000000000e+00,1.001696210105851303e+00,3.250000000000000000e+00,7.967971723958440500e-02,2.250000000000000000e+00,2.375000000000000000e+00,8.772064795419898253e-01,1.389671180318569413e-02,-3.166182366000958037e-02,2.682504552426834624e-02,6.931779814870359102e-02,9.171952298235125367e-02,1.389671180318569413e-02
5.007490992291869780e-01,8.423842478187421046e-02,2.000000000000000000e+00,1.500000000000000000e+00,7.527167489781282361e-01,1.500000000000000000e+00,6.613103517713728174e-02,7.500000000000000000e-01,1.500000000000000000e+00,6.267329241036576626e-01,6.656765482382484903e-03,-9.558524559365955131e-03,1.787623078458180220e-02,4.802364557240035303e-02,8.423842478187421046e-02,6.656765482382484903e-03
5.003533650837873603e-01,4.848799314876861555e-02,2.000000000000000000e+00,1.000000000000000000e+00,5.007490992291869780e-01,2.000000000000000000e+00,4.825581936058448429e-02,8.500000000000000000e+00,1.500000000000000000e+00,5.005512321564871137e-01,5.914930814679509284e-03,-9.558524559365955131e-03,1.601942319125626915e-02,4.802364557240035303e-02,6.813597766226142660e-02,5.914930814679509284e-03
5.003533650837873603e-01,7.773715368431743933e-02,4.000000000000000000e+00,1.000000000000000000e+00,7.505070860801065225e-01,1.500000000000000000e+00,4.802921403853156745e-02,5.500000000000000000e+00,1.333333333333333259e+00,5.840489493682964328e-01,1.063686075409443245e-02,-9.920282724561191312e-03,1.931746369988259285e-02,1.733612446064158874e-02,7.773715368431743933e-02,1.063686075409443245e-02
7.505070860801065225e-01,7.773715368431743933e-02,3.000000000000000000e+00,1.500000000000000000e+00,7.505070860801065225e-01,1.500000000000000000e+00,4.787628766845255374e-02,0.000000000000000000e+00,1.500000000000000000e+00,7.505070860801065225e-01,7.839428252944521947e-03,-9.920282724561191312e-03,1.624565285097914064e-02,1.733612446064158874e-02,7.773715368431743933e-02,7.839428252944521947e-03
2.500340997463763038e-01,4.006090335344301145e-01,4.000000000000000000e+00,2.000000000000000000e+00,5.441267101987948829e-01,3.750000000000000000e+00,2.217238518673051162e-01,1.375000000000000000e+01,2.875000000000000000e+00,3.970804049725855656e-01,4.367314813941984564e-02,-4.138912626647789361e-02,1.022512886728391412e-01,3.360447972108682180e-02,4.006090335344301145e-01,4.367314813941984564e-02
2.500340997463763038e-01,4.006090335344301145e-01,5.000000000000000000e+00,2.500000000000000000e-01,5.441267101987948829e-01,3.750000000000000000e+00,1.814444326046940614e-01,3.750000000000000000e+00,2.000000000000000000e+00,3.970804049725855656e-01,4.499718409453649232e-02,-4.138912626647789361e-02,1.017832525421502737e-01,2.032675555424989788e-02,4.006090335344301145e-01,4.499718409453649232e-02
0.000000000000000000e+00,2.032675555424989788e-02,1.000000000000000000e+00,2.500000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.032675555424989788e-02,5.000000000000000000e+00,2.500000000000000000e-01,0.000000000000000000e+00,7.511304320161442394e-04,-1.037330304400196912e-02,6.482434597597328853e-03,2.032675555424989788e-02,2.032675555424989788e-02,7.511304320161442394e-04
0.000000000000000000e+00,1.669019041529773428e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.669019041529773428e-02,1.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.049457035299082464e-04,-1.037330304400196912e-02,5.347598831640445159e-03,1.669019041529773428e-02,1.669019041529773428e-02,-4.049457035299082464e-04
2.500113904878644711e-01,2.689060568561651987e-02,2.000000000000000000e+00,7.500000000000000000e-01,2.500113904878644711e-01,7.500000000000000000e-01,2.179039805045712708e-02,2.000000000000000000e+00,7.500000000000000000e-01,2.500113904878644711e-01,2.662155192309275525e-03,-9.683688486447628030e-03,7.034641272159605080e-03,1.669019041529773428e-02,2.689060568561651987e-02,2.662155192309275525e-03
2.500113904878644711e-01,2.689060568561651987e-02,1.000000000000000000e+00,7.500000000000000000e-01,2.500113904878644711e-01,7.500000000000000000e-01,2.689060568561651987e-02,5.000000000000000000e+00,7.500000000000000000e-01,2.500113904878644711e-01,1.064032127685463026e-03,-9.683688486447628030e-03,6.420733624599808155e-03,2.689060568561651987e-02,2.689060568561651987e-02,1.064032127685463026e-03
5.014153901035209859e-01,6.454346414555928169e-02,2.000000000000000000e+00,5.000000000000000000e-01,5.014153901035209859e-01,1.500000000000000000e+00,4.699546060817116899e-02,1.175000000000000000e+01,1.000000000000000000e+00,5.014153901035209859e-01,4.095688052230013823e-03,-1.988750708585357296e-02,1.383956650511319539e-02,2.944745707078305630e-02,6.454346414555928169e-02,4.095688052230013823e-03
5.014153901035209859e-01,6.454346414555928169e-02,3.000000000000000000e+00,5.000000000000000000e-01,5.014153901035209859e-01,1.500000000000000000e+00,3.681990548443433292e-02,1.750000000000000000e+00,1.000000000000000000e+00,5.014153901035209859e-01,3.962190483026524143e-03,-1.988750708585357296e-02,1.413934100592292679e-02,1.646879523696065384e-02,6.454346414555928169e-02,3.962190483026524143e-03
