# timestamp,IBI
1.628906250000000000e+00 9.218750000000000000e-01
2.535156250000000000e+00 9.062500000000000000e-01
3.433593750000000000e+00 8.984375000000000000e-01
4.437500000000000000e+00 1.003906250000000000e+00
5.421875000000000000e+00 9.843750000000000000e-01
6.363281250000000000e+00 9.414062500000000000e-01
7.328125000000000000e+00 9.648437500000000000e-01
8.281250000000000000e+00 9.531250000000000000e-01
9.136718750000000000e+00 8.554687500000000000e-01
9.914062500000000000e+00 7.773437500000000000e-01
1.076562500000000000e+01 8.515625000000000000e-01
1.170312500000000000e+01 9.375000000000000000e-01
1.265234375000000000e+01 9.492187500000000000e-01
1.358984375000000000e+01 9.375000000000000000e-01
1.401562500000000000e+01 4.257812500000000000e-01
1.444921875000000000e+01 4.335937500000000000e-01
1.527343750000000000e+01 8.242187500000000000e-01
1.613281250000000000e+01 8.593750000000000000e-01
1.699218750000000000e+01 8.593750000000000000e-01
1.785156250000000000e+01 8.593750000000000000e-01
1.874218750000000000e+01 8.906250000000000000e-01
1.960546875000000000e+01 8.632812500000000000e-01
2.038281250000000000e+01 7.773437500000000000e-01
2.118750000000000000e+01 8.046875000000000000e-01
2.205078125000000000e+01 8.632812500000000000e-01
2.289062500000000000e+01 8.398437500000000000e-01
2.366796875000000000e+01 7.773437500000000000e-01
2.442578125000000000e+01 7.578125000000000000e-01
2.521875000000000000e+01 7.929687500000000000e-01
2.603515625000000000e+01 8.164062500000000000e-01
2.682031250000000000e+01 7.851562500000000000e-01
2.768359375000000000e+01 8.632812500000000000e-01
2.860546875000000000e+01 9.218750000000000000e-01
2.955078125000000000e+01 9.453125000000000000e-01
3.046093750000000000e+01 9.101562500000000000e-01
3.138671875000000000e+01 9.257812500000000000e-01
3.235156250000000000e+01 9.648437500000000000e-01
3.319531250000000000e+01 8.437500000000000000e-01
3.406250000000000000e+01 8.671875000000000000e-01
3.500781250000000000e+01 9.453125000000000000e-01
3.597656250000000000e+01 9.687500000000000000e-01
3.684765625000000000e+01 8.710937500000000000e-01
3.780859375000000000e+01 9.609375000000000000e-01
3.879296875000000000e+01 9.843750000000000000e-01
3.970312500000000000e+01 9.101562500000000000e-01
4.061718750000000000e+01 9.140625000000000000e-01
4.158203125000000000e+01 9.648437500000000000e-01
4.252734375000000000e+01 9.453125000000000000e-01
4.342187500000000000e+01 8.945312500000000000e-01
4.432812500000000000e+01 9.062500000000000000e-01
4.523046875000000000e+01 9.023437500000000000e-01
4.605078125000000000e+01 8.203125000000000000e-01
4.695703125000000000e+01 9.062500000000000000e-01
4.796875000000000000e+01 1.011718750000000000e+00
4.894140625000000000e+01 9.726562500000000000e-01
4.987109375000000000e+01 9.296875000000000000e-01
5.087890625000000000e+01 1.007812500000000000e+00
5.188671875000000000e+01 1.007812500000000000e+00
5.276953125000000000e+01 8.828125000000000000e-01
5.364843750000000000e+01 8.789062500000000000e-01
5.462890625000000000e+01 9.804687500000000000e-01
5.562500000000000000e+01 9.960937500000000000e-01
5.654296875000000000e+01 9.179687500000000000e-01
5.752343750000000000e+01 9.804687500000000000e-01
5.853125000000000000e+01 1.007812500000000000e+00
5.950390625000000000e+01 9.726562500000000000e-01
6.042187500000000000e+01 9.179687500000000000e-01
6.139453125000000000e+01 9.726562500000000000e-01
6.234375000000000000e+01 9.492187500000000000e-01
6.319921875000000000e+01 8.554687500000000000e-01
6.413281250000000000e+01 9.335937500000000000e-01
6.514453125000000000e+01 1.011718750000000000e+00
6.608984375000000000e+01 9.453125000000000000e-01
6.701171875000000000e+01 9.218750000000000000e-01
6.798046875000000000e+01 9.687500000000000000e-01
6.892968750000000000e+01 9.492187500000000000e-01
6.983203125000000000e+01 9.023437500000000000e-01
7.080468750000000000e+01 9.726562500000000000e-01
7.178515625000000000e+01 9.804687500000000000e-01
7.265625000000000000e+01 8.710937500000000000e-01
7.359765625000000000e+01 9.414062500000000000e-01
7.457812500000000000e+01 9.804687500000000000e-01
7.550781250000000000e+01 9.296875000000000000e-01
7.646093750000000000e+01 9.531250000000000000e-01
7.746093750000000000e+01 1.000000000000000000e+00
7.847265625000000000e+01 1.011718750000000000e+00
7.942578125000000000e+01 9.531250000000000000e-01
8.044921875000000000e+01 1.023437500000000000e+00
8.144921875000000000e+01 1.000000000000000000e+00
8.237109375000000000e+01 9.218750000000000000e-01
8.337109375000000000e+01 1.000000000000000000e+00
8.436328125000000000e+01 9.921875000000000000e-01
8.526562500000000000e+01 9.023437500000000000e-01
8.627343750000000000e+01 1.007812500000000000e+00
8.731640625000000000e+01 1.042968750000000000e+00
8.828515625000000000e+01 9.687500000000000000e-01
8.926171875000000000e+01 9.765625000000000000e-01
9.029296875000000000e+01 1.031250000000000000e+00
9.128515625000000000e+01 9.921875000000000000e-01
9.218359375000000000e+01 8.984375000000000000e-01
9.316796875000000000e+01 9.843750000000000000e-01
9.415625000000000000e+01 9.882812500000000000e-01
9.503515625000000000e+01 8.789062500000000000e-01
9.600390625000000000e+01 9.687500000000000000e-01
9.700000000000000000e+01 9.960937500000000000e-01
9.794531250000000000e+01 9.453125000000000000e-01
9.894921875000000000e+01 1.003906250000000000e+00
9.998046875000000000e+01 1.031250000000000000e+00
1.009218750000000000e+02 9.414062500000000000e-01
1.019062500000000000e+02 9.843750000000000000e-01
1.029062500000000000e+02 1.000000000000000000e+00
1.038203125000000000e+02 9.140625000000000000e-01
1.047343750000000000e+02 9.140625000000000000e-01
1.056992187500000000e+02 9.648437500000000000e-01
1.066484375000000000e+02 9.492187500000000000e-01
1.075585937500000000e+02 9.101562500000000000e-01
1.085468750000000000e+02 9.882812500000000000e-01
1.095195312500000000e+02 9.726562500000000000e-01
1.104023437500000000e+02 8.828125000000000000e-01
1.113320312500000000e+02 9.296875000000000000e-01
1.123085937500000000e+02 9.765625000000000000e-01
1.132031250000000000e+02 8.945312500000000000e-01
1.141289062500000000e+02 9.257812500000000000e-01
1.151132812500000000e+02 9.843750000000000000e-01
1.160898437500000000e+02 9.765625000000000000e-01
1.170156250000000000e+02 9.257812500000000000e-01
1.180429687500000000e+02 1.027343750000000000e+00
1.190820312500000000e+02 1.039062500000000000e+00
1.200351562500000000e+02 9.531250000000000000e-01
1.210937500000000000e+02 1.058593750000000000e+00
1.221757812500000000e+02 1.082031250000000000e+00
1.232031250000000000e+02 1.027343750000000000e+00
