# timestamp,driver,phasic,tonic
1.062500000000000000e+00 7.206666070662039125e+00 -8.881784197001252323e-16 7.206666070662040013e+00
1.125000000000000000e+00 7.207811463756663706e+00 3.137174958146360382e-03 7.204674288798517345e+00
1.187500000000000000e+00 7.208229957110946273e+00 5.529665931669924817e-03 7.202700291179276348e+00
1.250000000000000000e+00 7.208347814368897488e+00 7.603946447854781354e-03 7.200743867921042707e+00
1.312500000000000000e+00 7.208329351895134351e+00 9.524542754593134930e-03 7.198804809140541217e+00
1.375000000000000000e+00 7.208170180978108021e+00 1.128727602360779514e-02 7.196882904954500226e+00
1.437500000000000000e+00 7.207786999950329232e+00 1.280905447068469982e-02 7.194977945479644532e+00
1.500000000000000000e+00 7.207091001708339384e+00 1.400128087563512480e-02 7.193089720832704259e+00
1.562500000000000000e+00 7.206036598871729204e+00 1.481857774132500083e-02 7.191218021130404203e+00
1.625000000000000000e+00 7.204638319401037272e+00 1.527568291156544689e-02 7.189362636489471825e+00
1.687500000000000000e+00 7.202961704259463360e+00 1.543834723283232790e-02 7.187523357026631032e+00
1.750000000000000000e+00 7.201099096380228382e+00 1.539912352161643128e-02 7.185699972858611950e+00
1.812500000000000000e+00 7.199144335682211349e+00 1.525206158007286206e-02 7.183892274102138487e+00
1.875000000000000000e+00 7.197172678986399674e+00 1.507262811246246059e-02 7.182100050873937214e+00
1.937500000000000000e+00 7.195233221205164398e+00 1.491012791442614116e-02 7.180323093290738257e+00
2.000000000000000000e+00 7.193348689917784533e+00 1.478749844851989792e-02 7.178561191469264635e+00
2.062500000000000000e+00 7.191522915745109046e+00 1.470878021886523612e-02 7.176814135526243810e+00
2.125000000000000000e+00 7.189747995766401445e+00 1.466628018799553956e-02 7.175081715578405905e+00
2.187500000000000000e+00 7.188011829853097723e+00 1.464810811062644547e-02 7.173363721742471277e+00
2.250000000000000000e+00 7.186302654105947596e+00 1.464270997077576908e-02 7.171659944135171827e+00
2.312500000000000000e+00 7.184610523920985869e+00 1.464035104775529561e-02 7.169970172873230574e+00
2.375000000000000000e+00 7.182928800421897186e+00 1.463460234851687858e-02 7.168294198073380308e+00
2.437500000000000000e+00 7.181252838425592699e+00 1.462102857325398020e-02 7.166631809852338719e+00
2.500000000000000000e+00 7.179579958476441703e+00 1.459716014960221742e-02 7.164982798326839486e+00
2.562500000000000000e+00 7.177908855996467885e+00 1.456190238286225735e-02 7.163346953613605628e+00
2.625000000000000000e+00 7.176238494787583910e+00 1.451442895821930534e-02 7.161724065829364605e+00
2.687500000000000000e+00 7.174568563204066329e+00 1.445463811322245107e-02 7.160113925090843878e+00
2.750000000000000000e+00 7.172898834403396151e+00 1.438251288862790744e-02 7.158516321514768244e+00
2.812500000000000000e+00 7.171229201316078772e+00 1.429815609821005751e-02 7.156931045217868714e+00
2.875000000000000000e+00 7.169559613405387388e+00 1.420172708851907828e-02 7.155357886316868310e+00
2.937500000000000000e+00 7.167890046818031990e+00 1.409341188954016388e-02 7.153796634928491827e+00
3.000000000000000000e+00 7.166220490295268419e+00 1.397340912579725369e-02 7.152247081169471166e+00
3.062500000000000000e+00 7.164550938522985746e+00 1.384192336645639898e-02 7.150709015156529347e+00
3.125000000000000000e+00 7.162881388992929921e+00 1.369916198653609030e-02 7.149182227006393830e+00
3.187500000000000000e+00 7.161211840521202632e+00 1.354533368541144256e-02 7.147666506835791189e+00
3.250000000000000000e+00 7.159542292549006426e+00 1.338064778755931883e-02 7.146161644761447107e+00
3.312500000000000000e+00 7.157872744812586951e+00 1.320531391249524233e-02 7.144667430900091709e+00
