# RRmean,RRSTD,pNN50,pNN25,pNN10,RMSSD,SDSD
9.194022362385320548e+02 9.309617150651621387e+01 4.814814814814814525e+01 6.759259259259259522e+01 8.888888888888888573e+01 8.574562399642113064e+01 8.534753872474797731e+01
9.670597956730769056e+02 5.019646537148390308e+01 5.145631067961164717e+01 7.475728155339805880e+01 9.126213592233010274e+01 6.330502722930513215e+01 6.299559044683350351e+01
9.818857230392156907e+02 5.904591975608303756e+01 5.841584158415841443e+01 7.623762376237623073e+01 9.009900990099009732e+01 6.926630526397286758e+01 6.891776413014429181e+01
1.000468750000000000e+03 6.057655522534068382e+01 6.464646464646465063e+01 8.383838383838383379e+01 8.989898989898989612e+01 7.261114740094235742e+01 7.224310575500864218e+01
1.000351562500000000e+03 5.549926262443014480e+01 5.757575757575757791e+01 8.383838383838383379e+01 9.191919191919191690e+01 6.661226297464541801e+01 6.626577444555779550e+01
9.731541053921569073e+02 5.846255627305139058e+01 5.247524752475247567e+01 7.326732673267326845e+01 8.910891089108910990e+01 6.238025638548425889e+01 6.206677095104034692e+01
9.573692908653846416e+02 5.788612819988645697e+01 5.922330097087378675e+01 7.378640776699029402e+01 8.834951456310679418e+01 6.610708817285964756e+01 6.578529888525973490e+01
9.666841947115384528e+02 5.602847235567613637e+01 6.213592233009708821e+01 7.961165048543689693e+01 9.417475728155339709e+01 6.824384056769461893e+01 6.789802655310346324e+01
9.950495049504950202e+02 5.947509366501953565e+01 5.800000000000000000e+01 8.400000000000000000e+01 9.700000000000000000e+01 7.192061848319333706e+01 7.156006921362902062e+01
1.008759469696969745e+03 6.100770050803523503e+01 6.428571428571429180e+01 8.469387755102040671e+01 9.183673469387754551e+01 7.683372299352929247e+01 7.644066747603307022e+01
1.000390625000000000e+03 5.869912399860091057e+01 5.353535353535353636e+01 7.474747474747475451e+01 9.191919191919191690e+01 6.812951057841949876e+01 6.778361861325464588e+01
9.575570913461538112e+02 6.578037231084539371e+01 4.271844660194174992e+01 7.184466019417475025e+01 9.320388349514563231e+01 5.965390987126427547e+01 5.934612597957494273e+01
9.603740985576922640e+02 6.836671120754485287e+01 4.660194174757281615e+01 7.475728155339805880e+01 9.029126213592232375e+01 6.153392257176536617e+01 6.122319853304772153e+01
