# slp_min,pks_max,n_peak,dur_min,slp_max,dur_max,pks_mean,latency,dur_mean,slp_mean,pha_auc,pha_min,pha_std,pks_min,pha_max,pha_mean
nan,nan,0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,-5.784094727757094076e-05,-5.784094729666122703e-05,9.381054441582290546e-15,nan,-5.784094724670119092e-05,-5.784094727757094076e-05
nan,nan,0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,-5.784094728005229329e-05,-5.784094729044397809e-05,4.754704280992250300e-15,nan,-5.784094727001587444e-05,-5.784094728005229329e-05
nan,nan,0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,-5.784094728299368635e-05,-5.784094729244237953e-05,4.730043549303969873e-15,nan,-5.784094727023791904e-05,-5.784094728299368635e-05
nan,nan,0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,-5.784094728297772825e-05,-5.784094729244237953e-05,4.074552532954339559e-15,nan,-5.784094726890565141e-05,-5.784094728297772825e-05
nan,nan,0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,-5.784094727973726480e-05,-5.784094728888966586e-05,4.251057724886978825e-15,nan,-5.784094726846156220e-05,-5.784094727973726480e-05
nan,nan,0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,-5.784094727726424030e-05,-5.784094728888966586e-05,6.541458503806496712e-15,nan,-5.784094725647115354e-05,-5.784094727726424030e-05
nan,nan,0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,-5.784094726021607593e-05,-5.784094732486089185e-05,5.203025176717701138e-14,nan,-5.784094711969167690e-05,-5.784094726021607593e-05
nan,nan,0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,-5.784094701468539546e-05,-5.784094786798199550e-05,7.434672509903790353e-13,nan,-5.784094509819759367e-05,-5.784094701468539546e-05
nan,nan,0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,-5.784094357514299591e-05,-5.784095543703848818e-05,1.035379103015496074e-11,nan,-5.784091686855674652e-05,-5.784094357514299591e-05
nan,nan,0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,-5.784089565722197457e-05,-5.784106077455497541e-05,1.442037156357490817e-10,nan,-5.784052368484893236e-05,-5.784089565722197457e-05
nan,nan,0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,-5.784022825175149935e-05,-5.784252812590651160e-05,2.008491554589449126e-09,nan,-5.783504747514101041e-05,-5.784022825175149935e-05
nan,nan,0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,-5.783093250217516141e-05,-5.786296563203841004e-05,2.797468711965701937e-08,nan,-5.775877368652260202e-05,-5.783093250217516141e-05
nan,nan,0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,-5.770145940010088230e-05,-5.814762329525713369e-05,3.896371239345512829e-07,nan,-5.669641681849135750e-05,-5.770145940010088230e-05
nan,nan,0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,-9.256871134330491024e-05,-6.360894313446330273e-04,1.022477810432242083e-04,nan,-5.530671803288811361e-05,-9.256871134330491024e-05
nan,nan,0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,-2.851543916809632989e-04,-2.923618161051244613e-03,9.836912633412145824e-04,nan,3.697793715559782868e-03,-2.851543916809632989e-04
nan,nan,0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,-3.192487941465780915e-04,-2.923618161051244613e-03,9.944261279937495739e-04,nan,3.697793715559782868e-03,-3.192487941465780915e-04
nan,nan,0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,-1.196520035722868609e-04,-1.364937305201596729e-03,4.193722707032973931e-04,nan,9.923280211940888051e-04,-1.196520035722868609e-04
nan,nan,0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,-2.922787383858801991e-05,-1.364937305201596729e-03,3.610250345135943006e-04,nan,9.923280211940888051e-04,-2.922787383858801991e-05
nan,nan,0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,3.971137552435041875e-05,-4.705891886800372959e-04,2.355669315952800449e-04,nan,8.428295207514313603e-04,3.971137552435041875e-05
nan,nan,0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,-1.950435546441489643e-05,-7.507828815664918665e-04,3.487915671050189118e-04,nan,8.428295207514313603e-04,-1.950435546441489643e-05
nan,nan,0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,-6.059488263887094359e-05,-7.507828815664918665e-04,2.489848858831428843e-04,nan,6.269614309428739318e-04,-6.059488263887094359e-05
nan,nan,0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,-6.786040809794724036e-07,-5.237774141098050507e-05,2.888154183764106290e-05,nan,7.087693247731507995e-05,-6.786040809794724036e-07
