# timestamp,IBI
1.153554687500000000e+02,1.214843750000000000e+00
1.165781250000000000e+02,1.222656250000000000e+00
1.177968750000000000e+02,1.218750000000000000e+00
1.190156250000000000e+02,1.218750000000000000e+00
1.202460937500000000e+02,1.230468750000000000e+00
1.214687500000000000e+02,1.222656250000000000e+00
1.227187500000000000e+02,1.250000000000000000e+00
1.239687500000000000e+02,1.250000000000000000e+00
1.252031250000000000e+02,1.234375000000000000e+00
1.264414062500000000e+02,1.238281250000000000e+00
1.276718750000000000e+02,1.230468750000000000e+00
1.289062500000000000e+02,1.234375000000000000e+00
1.301250000000000000e+02,1.218750000000000000e+00
1.313476562500000000e+02,1.222656250000000000e+00
1.325820312500000000e+02,1.234375000000000000e+00
1.337968750000000000e+02,1.214843750000000000e+00
1.350273437500000000e+02,1.230468750000000000e+00
1.362656250000000000e+02,1.238281250000000000e+00
1.374843750000000000e+02,1.218750000000000000e+00
1.387226562500000000e+02,1.238281250000000000e+00
1.399492187500000000e+02,1.226562500000000000e+00
1.411835937500000000e+02,1.234375000000000000e+00
1.424179687500000000e+02,1.234375000000000000e+00
1.436406250000000000e+02,1.222656250000000000e+00
1.448789062500000000e+02,1.238281250000000000e+00
1.461054687500000000e+02,1.226562500000000000e+00
1.473281250000000000e+02,1.222656250000000000e+00
1.485585937500000000e+02,1.230468750000000000e+00
1.497929687500000000e+02,1.234375000000000000e+00
1.510429687500000000e+02,1.250000000000000000e+00
1.522968750000000000e+02,1.253906250000000000e+00
1.535390625000000000e+02,1.242187500000000000e+00
1.547812500000000000e+02,1.242187500000000000e+00
1.560117187500000000e+02,1.230468750000000000e+00
1.572382812500000000e+02,1.226562500000000000e+00
1.584687500000000000e+02,1.230468750000000000e+00
1.596875000000000000e+02,1.218750000000000000e+00
1.609101562500000000e+02,1.222656250000000000e+00
1.621328125000000000e+02,1.222656250000000000e+00
1.633632812500000000e+02,1.230468750000000000e+00
1.645976562500000000e+02,1.234375000000000000e+00
1.658242187500000000e+02,1.226562500000000000e+00
1.670585937500000000e+02,1.234375000000000000e+00
1.682851562500000000e+02,1.226562500000000000e+00
1.695078125000000000e+02,1.222656250000000000e+00
1.707343750000000000e+02,1.226562500000000000e+00
1.719492187500000000e+02,1.214843750000000000e+00
1.731718750000000000e+02,1.222656250000000000e+00
1.744062500000000000e+02,1.234375000000000000e+00
1.756210937500000000e+02,1.214843750000000000e+00
1.768515625000000000e+02,1.230468750000000000e+00
1.780820312500000000e+02,1.230468750000000000e+00
1.793203125000000000e+02,1.238281250000000000e+00
1.805703125000000000e+02,1.250000000000000000e+00
1.818125000000000000e+02,1.242187500000000000e+00
1.830468750000000000e+02,1.234375000000000000e+00
1.842851562500000000e+02,1.238281250000000000e+00
1.855117187500000000e+02,1.226562500000000000e+00
1.867460937500000000e+02,1.234375000000000000e+00
1.879843750000000000e+02,1.238281250000000000e+00
1.892187500000000000e+02,1.234375000000000000e+00
1.904531250000000000e+02,1.234375000000000000e+00
1.916875000000000000e+02,1.234375000000000000e+00
1.929218750000000000e+02,1.234375000000000000e+00
1.941757812500000000e+02,1.253906250000000000e+00
1.954062500000000000e+02,1.230468750000000000e+00
1.966484375000000000e+02,1.242187500000000000e+00
1.978945312500000000e+02,1.246093750000000000e+00
1.991250000000000000e+02,1.230468750000000000e+00
2.003554687500000000e+02,1.230468750000000000e+00
2.015781250000000000e+02,1.222656250000000000e+00
2.028007812500000000e+02,1.222656250000000000e+00
2.040234375000000000e+02,1.222656250000000000e+00
2.052460937500000000e+02,1.222656250000000000e+00
2.064882812500000000e+02,1.242187500000000000e+00
2.077187500000000000e+02,1.230468750000000000e+00
2.089609375000000000e+02,1.242187500000000000e+00
2.102070312500000000e+02,1.246093750000000000e+00
2.114375000000000000e+02,1.230468750000000000e+00
2.126796875000000000e+02,1.242187500000000000e+00
2.138984375000000000e+02,1.218750000000000000e+00
2.151210937500000000e+02,1.222656250000000000e+00
2.163632812500000000e+02,1.242187500000000000e+00
2.175898437500000000e+02,1.226562500000000000e+00
2.188359375000000000e+02,1.246093750000000000e+00
2.200898437500000000e+02,1.253906250000000000e+00
2.213281250000000000e+02,1.238281250000000000e+00
2.225703125000000000e+02,1.242187500000000000e+00
2.238164062500000000e+02,1.246093750000000000e+00
2.250429687500000000e+02,1.226562500000000000e+00
2.262460937500000000e+02,1.203125000000000000e+00
2.272929687500000000e+02,1.046875000000000000e+00
2.285468750000000000e+02,1.253906250000000000e+00
2.297382812500000000e+02,1.191406250000000000e+00
2.309492187500000000e+02,1.210937500000000000e+00
2.321679687500000000e+02,1.218750000000000000e+00
2.333906250000000000e+02,1.222656250000000000e+00
2.346250000000000000e+02,1.234375000000000000e+00
2.358476562500000000e+02,1.222656250000000000e+00
2.370664062500000000e+02,1.218750000000000000e+00
2.382890625000000000e+02,1.222656250000000000e+00
2.395273437500000000e+02,1.238281250000000000e+00
2.407617187500000000e+02,1.234375000000000000e+00
2.420078125000000000e+02,1.246093750000000000e+00
2.432695312500000000e+02,1.261718750000000000e+00
2.445078125000000000e+02,1.238281250000000000e+00
2.457460937500000000e+02,1.238281250000000000e+00
2.469726562500000000e+02,1.226562500000000000e+00
2.481992187500000000e+02,1.226562500000000000e+00
2.494179687500000000e+02,1.218750000000000000e+00
2.506328125000000000e+02,1.214843750000000000e+00
2.518515625000000000e+02,1.218750000000000000e+00
2.530703125000000000e+02,1.218750000000000000e+00
2.542695312500000000e+02,1.199218750000000000e+00
2.554921875000000000e+02,1.222656250000000000e+00
2.567109375000000000e+02,1.218750000000000000e+00
2.579140625000000000e+02,1.203125000000000000e+00
2.591289062500000000e+02,1.214843750000000000e+00
2.603515625000000000e+02,1.222656250000000000e+00
2.615703125000000000e+02,1.218750000000000000e+00
2.627929687500000000e+02,1.222656250000000000e+00
2.640117187500000000e+02,1.218750000000000000e+00
2.651875000000000000e+02,1.175781250000000000e+00
2.663945312500000000e+02,1.207031250000000000e+00
2.675703125000000000e+02,1.175781250000000000e+00
2.686601562500000000e+02,1.089843750000000000e+00
2.698593750000000000e+02,1.199218750000000000e+00
2.710664062500000000e+02,1.207031250000000000e+00
2.721718750000000000e+02,1.105468750000000000e+00
2.733476562500000000e+02,1.175781250000000000e+00
2.746289062500000000e+02,1.281250000000000000e+00
2.758242187500000000e+02,1.195312500000000000e+00
2.770273437500000000e+02,1.203125000000000000e+00
2.782656250000000000e+02,1.238281250000000000e+00
2.793671875000000000e+02,1.101562500000000000e+00
2.806093750000000000e+02,1.242187500000000000e+00
2.818437500000000000e+02,1.234375000000000000e+00
2.830546875000000000e+02,1.210937500000000000e+00
2.842773437500000000e+02,1.222656250000000000e+00
2.855078125000000000e+02,1.230468750000000000e+00
2.867382812500000000e+02,1.230468750000000000e+00
2.879765625000000000e+02,1.238281250000000000e+00
2.892031250000000000e+02,1.226562500000000000e+00
2.904257812500000000e+02,1.222656250000000000e+00
2.916523437500000000e+02,1.226562500000000000e+00
2.928476562500000000e+02,1.195312500000000000e+00
2.940820312500000000e+02,1.234375000000000000e+00
2.952226562500000000e+02,1.140625000000000000e+00
2.963359375000000000e+02,1.113281250000000000e+00
2.976328125000000000e+02,1.296875000000000000e+00
2.988671875000000000e+02,1.234375000000000000e+00
3.001093750000000000e+02,1.242187500000000000e+00
3.013515625000000000e+02,1.242187500000000000e+00
3.025859375000000000e+02,1.234375000000000000e+00
3.038203125000000000e+02,1.234375000000000000e+00
3.050585937500000000e+02,1.238281250000000000e+00
3.062968750000000000e+02,1.238281250000000000e+00
3.067734375000000000e+02,4.765625000000000000e-01
3.074257812500000000e+02,6.523437500000000000e-01
3.078320312500000000e+02,4.062500000000000000e-01
3.087695312500000000e+02,9.375000000000000000e-01
3.100039062500000000e+02,1.234375000000000000e+00
3.112343750000000000e+02,1.230468750000000000e+00
3.124687500000000000e+02,1.234375000000000000e+00
3.137109375000000000e+02,1.242187500000000000e+00
3.149492187500000000e+02,1.238281250000000000e+00
3.162031250000000000e+02,1.253906250000000000e+00
3.174531250000000000e+02,1.250000000000000000e+00
3.186953125000000000e+02,1.242187500000000000e+00
3.199453125000000000e+02,1.250000000000000000e+00
3.212031250000000000e+02,1.257812500000000000e+00
3.224375000000000000e+02,1.234375000000000000e+00
3.236953125000000000e+02,1.257812500000000000e+00
3.249570312500000000e+02,1.261718750000000000e+00
3.262265625000000000e+02,1.269531250000000000e+00
3.274960937500000000e+02,1.269531250000000000e+00
3.287656250000000000e+02,1.269531250000000000e+00
3.300273437500000000e+02,1.261718750000000000e+00
3.313046875000000000e+02,1.277343750000000000e+00
3.324335937500000000e+02,1.128906250000000000e+00
3.332421875000000000e+02,8.085937500000000000e-01
3.363359375000000000e+02,1.242187500000000000e+00
3.375976562500000000e+02,1.261718750000000000e+00
3.388554687500000000e+02,1.257812500000000000e+00
3.400937500000000000e+02,1.238281250000000000e+00
3.413476562500000000e+02,1.253906250000000000e+00
3.426054687500000000e+02,1.257812500000000000e+00
3.438437500000000000e+02,1.238281250000000000e+00
3.450976562500000000e+02,1.253906250000000000e+00
3.463242187500000000e+02,1.226562500000000000e+00
3.473867187500000000e+02,1.062500000000000000e+00
3.486601562500000000e+02,1.273437500000000000e+00
3.498632812500000000e+02,1.203125000000000000e+00
3.510859375000000000e+02,1.222656250000000000e+00
3.523320312500000000e+02,1.246093750000000000e+00
3.535664062500000000e+02,1.234375000000000000e+00
3.547929687500000000e+02,1.226562500000000000e+00
3.560312500000000000e+02,1.238281250000000000e+00
3.572539062500000000e+02,1.222656250000000000e+00
3.584804687500000000e+02,1.226562500000000000e+00
3.597265625000000000e+02,1.246093750000000000e+00
3.609609375000000000e+02,1.234375000000000000e+00
3.621992187500000000e+02,1.238281250000000000e+00
3.634609375000000000e+02,1.261718750000000000e+00
3.647070312500000000e+02,1.246093750000000000e+00
3.659414062500000000e+02,1.234375000000000000e+00
3.671875000000000000e+02,1.246093750000000000e+00
3.684218750000000000e+02,1.234375000000000000e+00
3.696562500000000000e+02,1.234375000000000000e+00
3.708554687500000000e+02,1.199218750000000000e+00
3.719062500000000000e+02,1.050781250000000000e+00
3.731562500000000000e+02,1.250000000000000000e+00
3.743554687500000000e+02,1.199218750000000000e+00
3.755703125000000000e+02,1.214843750000000000e+00
3.767890625000000000e+02,1.218750000000000000e+00
3.780000000000000000e+02,1.210937500000000000e+00
3.792304687500000000e+02,1.230468750000000000e+00
3.804648437500000000e+02,1.234375000000000000e+00
3.816914062500000000e+02,1.226562500000000000e+00
3.829218750000000000e+02,1.230468750000000000e+00
3.841562500000000000e+02,1.234375000000000000e+00
3.853789062500000000e+02,1.222656250000000000e+00
3.866171875000000000e+02,1.238281250000000000e+00
3.878593750000000000e+02,1.242187500000000000e+00
3.890937500000000000e+02,1.234375000000000000e+00
3.903320312500000000e+02,1.238281250000000000e+00
3.915703125000000000e+02,1.238281250000000000e+00
3.928085937500000000e+02,1.238281250000000000e+00
3.940390625000000000e+02,1.230468750000000000e+00
3.952851562500000000e+02,1.246093750000000000e+00
3.965234375000000000e+02,1.238281250000000000e+00
3.977695312500000000e+02,1.246093750000000000e+00
3.990273437500000000e+02,1.257812500000000000e+00
4.002773437500000000e+02,1.250000000000000000e+00
4.015273437500000000e+02,1.250000000000000000e+00
4.027656250000000000e+02,1.238281250000000000e+00
4.040039062500000000e+02,1.238281250000000000e+00
4.052500000000000000e+02,1.246093750000000000e+00
4.064882812500000000e+02,1.238281250000000000e+00
4.077148437500000000e+02,1.226562500000000000e+00
4.089531250000000000e+02,1.238281250000000000e+00
4.101914062500000000e+02,1.238281250000000000e+00
4.114257812500000000e+02,1.234375000000000000e+00
4.126640625000000000e+02,1.238281250000000000e+00
4.139062500000000000e+02,1.242187500000000000e+00
4.151445312500000000e+02,1.238281250000000000e+00
4.163906250000000000e+02,1.246093750000000000e+00
4.176250000000000000e+02,1.234375000000000000e+00
4.188632812500000000e+02,1.238281250000000000e+00
4.201015625000000000e+02,1.238281250000000000e+00
4.213242187500000000e+02,1.222656250000000000e+00
4.225585937500000000e+02,1.234375000000000000e+00
4.237812500000000000e+02,1.222656250000000000e+00
4.250078125000000000e+02,1.226562500000000000e+00
4.262578125000000000e+02,1.250000000000000000e+00
4.274921875000000000e+02,1.234375000000000000e+00
4.287460937500000000e+02,1.253906250000000000e+00
4.300000000000000000e+02,1.253906250000000000e+00
4.312460937500000000e+02,1.246093750000000000e+00
4.324921875000000000e+02,1.246093750000000000e+00
4.337187500000000000e+02,1.226562500000000000e+00
4.349414062500000000e+02,1.222656250000000000e+00
4.361757812500000000e+02,1.234375000000000000e+00
4.374140625000000000e+02,1.238281250000000000e+00
4.386484375000000000e+02,1.234375000000000000e+00
4.399023437500000000e+02,1.253906250000000000e+00
4.411523437500000000e+02,1.250000000000000000e+00
4.423867187500000000e+02,1.234375000000000000e+00
4.436289062500000000e+02,1.242187500000000000e+00
4.448593750000000000e+02,1.230468750000000000e+00
4.460937500000000000e+02,1.234375000000000000e+00
4.473281250000000000e+02,1.234375000000000000e+00
4.485625000000000000e+02,1.234375000000000000e+00
4.497929687500000000e+02,1.230468750000000000e+00
4.510273437500000000e+02,1.234375000000000000e+00
4.522617187500000000e+02,1.234375000000000000e+00
4.534921875000000000e+02,1.230468750000000000e+00
4.547187500000000000e+02,1.226562500000000000e+00
4.559414062500000000e+02,1.222656250000000000e+00
4.571757812500000000e+02,1.234375000000000000e+00
4.584062500000000000e+02,1.230468750000000000e+00
4.596328125000000000e+02,1.226562500000000000e+00
4.608671875000000000e+02,1.234375000000000000e+00
4.620937500000000000e+02,1.226562500000000000e+00
4.633203125000000000e+02,1.226562500000000000e+00
4.645585937500000000e+02,1.238281250000000000e+00
4.657812500000000000e+02,1.222656250000000000e+00
4.670039062500000000e+02,1.222656250000000000e+00
4.682421875000000000e+02,1.238281250000000000e+00
4.694648437500000000e+02,1.222656250000000000e+00
4.707031250000000000e+02,1.238281250000000000e+00
4.719375000000000000e+02,1.234375000000000000e+00
4.731562500000000000e+02,1.218750000000000000e+00
4.743750000000000000e+02,1.218750000000000000e+00
4.756015625000000000e+02,1.226562500000000000e+00
4.768203125000000000e+02,1.218750000000000000e+00
4.780390625000000000e+02,1.218750000000000000e+00
4.792656250000000000e+02,1.226562500000000000e+00
4.804921875000000000e+02,1.226562500000000000e+00
4.817148437500000000e+02,1.222656250000000000e+00
4.829531250000000000e+02,1.238281250000000000e+00
4.841796875000000000e+02,1.226562500000000000e+00
4.854101562500000000e+02,1.230468750000000000e+00
4.866406250000000000e+02,1.230468750000000000e+00
4.878710937500000000e+02,1.230468750000000000e+00
4.890937500000000000e+02,1.222656250000000000e+00
4.903320312500000000e+02,1.238281250000000000e+00
4.915625000000000000e+02,1.230468750000000000e+00
4.927851562500000000e+02,1.222656250000000000e+00
4.940117187500000000e+02,1.226562500000000000e+00
4.952500000000000000e+02,1.238281250000000000e+00
4.964843750000000000e+02,1.234375000000000000e+00
4.977226562500000000e+02,1.238281250000000000e+00
4.989453125000000000e+02,1.222656250000000000e+00
5.001757812500000000e+02,1.230468750000000000e+00
5.014179687500000000e+02,1.242187500000000000e+00
5.026562500000000000e+02,1.238281250000000000e+00
5.038828125000000000e+02,1.226562500000000000e+00
5.051171875000000000e+02,1.234375000000000000e+00
5.063437500000000000e+02,1.226562500000000000e+00
5.071171875000000000e+02,7.734375000000000000e-01
5.077187500000000000e+02,6.015625000000000000e-01
5.088320312500000000e+02,1.113281250000000000e+00
5.096054687500000000e+02,7.734375000000000000e-01
5.100625000000000000e+02,4.570312500000000000e-01
5.113046875000000000e+02,1.242187500000000000e+00
5.125468750000000000e+02,1.242187500000000000e+00
5.137929687500000000e+02,1.246093750000000000e+00
5.150195312500000000e+02,1.226562500000000000e+00
5.162500000000000000e+02,1.230468750000000000e+00
5.174843750000000000e+02,1.234375000000000000e+00
5.187109375000000000e+02,1.226562500000000000e+00
5.199531250000000000e+02,1.242187500000000000e+00
5.211953125000000000e+02,1.242187500000000000e+00
5.224335937500000000e+02,1.238281250000000000e+00
5.236757812500000000e+02,1.242187500000000000e+00
5.249062500000000000e+02,1.230468750000000000e+00
5.261484375000000000e+02,1.242187500000000000e+00
5.273867187500000000e+02,1.238281250000000000e+00
5.286132812500000000e+02,1.226562500000000000e+00
5.298437500000000000e+02,1.230468750000000000e+00
5.310859375000000000e+02,1.242187500000000000e+00
5.323164062500000000e+02,1.230468750000000000e+00
5.335585937500000000e+02,1.242187500000000000e+00
5.348007812500000000e+02,1.242187500000000000e+00
5.360273437500000000e+02,1.226562500000000000e+00
5.372578125000000000e+02,1.230468750000000000e+00
5.384921875000000000e+02,1.234375000000000000e+00
5.397148437500000000e+02,1.222656250000000000e+00
5.409492187500000000e+02,1.234375000000000000e+00
5.421914062500000000e+02,1.242187500000000000e+00
5.434179687500000000e+02,1.226562500000000000e+00
5.446601562500000000e+02,1.242187500000000000e+00
5.458984375000000000e+02,1.238281250000000000e+00
5.471289062500000000e+02,1.230468750000000000e+00
5.483671875000000000e+02,1.238281250000000000e+00
5.495976562500000000e+02,1.230468750000000000e+00
5.508281250000000000e+02,1.230468750000000000e+00
5.520585937500000000e+02,1.230468750000000000e+00
5.532851562500000000e+02,1.226562500000000000e+00
5.545078125000000000e+02,1.222656250000000000e+00
5.557382812500000000e+02,1.230468750000000000e+00
5.569570312500000000e+02,1.218750000000000000e+00
5.581835937500000000e+02,1.226562500000000000e+00
5.594101562500000000e+02,1.226562500000000000e+00
5.606406250000000000e+02,1.230468750000000000e+00
5.618593750000000000e+02,1.218750000000000000e+00
5.630820312500000000e+02,1.222656250000000000e+00
5.642890625000000000e+02,1.207031250000000000e+00
5.655039062500000000e+02,1.214843750000000000e+00
5.667187500000000000e+02,1.214843750000000000e+00
5.679335937500000000e+02,1.214843750000000000e+00
5.691484375000000000e+02,1.214843750000000000e+00
5.703671875000000000e+02,1.218750000000000000e+00
5.715781250000000000e+02,1.210937500000000000e+00
5.728046875000000000e+02,1.226562500000000000e+00
5.740312500000000000e+02,1.226562500000000000e+00
5.752539062500000000e+02,1.222656250000000000e+00
5.764648437500000000e+02,1.210937500000000000e+00
5.776796875000000000e+02,1.214843750000000000e+00
5.788945312500000000e+02,1.214843750000000000e+00
5.801132812500000000e+02,1.218750000000000000e+00
5.813359375000000000e+02,1.222656250000000000e+00
5.825546875000000000e+02,1.218750000000000000e+00
5.837812500000000000e+02,1.226562500000000000e+00
5.850039062500000000e+02,1.222656250000000000e+00
5.862265625000000000e+02,1.222656250000000000e+00
5.874531250000000000e+02,1.226562500000000000e+00
5.886875000000000000e+02,1.234375000000000000e+00
5.899101562500000000e+02,1.222656250000000000e+00
5.911367187500000000e+02,1.226562500000000000e+00
5.923632812500000000e+02,1.226562500000000000e+00
5.935898437500000000e+02,1.226562500000000000e+00
5.948242187500000000e+02,1.234375000000000000e+00
5.960468750000000000e+02,1.222656250000000000e+00
5.972695312500000000e+02,1.222656250000000000e+00
5.985078125000000000e+02,1.238281250000000000e+00
5.997304687500000000e+02,1.222656250000000000e+00
6.009570312500000000e+02,1.226562500000000000e+00
6.021875000000000000e+02,1.230468750000000000e+00
6.034062500000000000e+02,1.218750000000000000e+00
6.046328125000000000e+02,1.226562500000000000e+00
6.058593750000000000e+02,1.226562500000000000e+00
6.070781250000000000e+02,1.218750000000000000e+00
6.083007812500000000e+02,1.222656250000000000e+00
6.095273437500000000e+02,1.226562500000000000e+00
6.107382812500000000e+02,1.210937500000000000e+00
6.119609375000000000e+02,1.222656250000000000e+00
6.131835937500000000e+02,1.222656250000000000e+00
6.143945312500000000e+02,1.210937500000000000e+00
6.156132812500000000e+02,1.218750000000000000e+00
6.168320312500000000e+02,1.218750000000000000e+00
6.180429687500000000e+02,1.210937500000000000e+00
6.192539062500000000e+02,1.210937500000000000e+00
6.204101562500000000e+02,1.156250000000000000e+00
6.216015625000000000e+02,1.191406250000000000e+00
6.228906250000000000e+02,1.289062500000000000e+00
6.241054687500000000e+02,1.214843750000000000e+00
6.253281250000000000e+02,1.222656250000000000e+00
6.265429687500000000e+02,1.214843750000000000e+00
6.277578125000000000e+02,1.214843750000000000e+00
6.289843750000000000e+02,1.226562500000000000e+00
6.301992187500000000e+02,1.214843750000000000e+00
6.314023437500000000e+02,1.203125000000000000e+00
6.326328125000000000e+02,1.230468750000000000e+00
6.338554687500000000e+02,1.222656250000000000e+00
6.350664062500000000e+02,1.210937500000000000e+00
6.363007812500000000e+02,1.234375000000000000e+00
6.375273437500000000e+02,1.226562500000000000e+00
6.387695312500000000e+02,1.242187500000000000e+00
6.400156250000000000e+02,1.246093750000000000e+00
6.412578125000000000e+02,1.242187500000000000e+00
6.424882812500000000e+02,1.230468750000000000e+00
6.437187500000000000e+02,1.230468750000000000e+00
6.449531250000000000e+02,1.234375000000000000e+00
6.461757812500000000e+02,1.222656250000000000e+00
6.474101562500000000e+02,1.234375000000000000e+00
6.486289062500000000e+02,1.218750000000000000e+00
6.498593750000000000e+02,1.230468750000000000e+00
6.510976562500000000e+02,1.238281250000000000e+00
6.523359375000000000e+02,1.238281250000000000e+00
6.535625000000000000e+02,1.226562500000000000e+00
6.548007812500000000e+02,1.238281250000000000e+00
6.560429687500000000e+02,1.242187500000000000e+00
6.572734375000000000e+02,1.230468750000000000e+00
6.585156250000000000e+02,1.242187500000000000e+00
6.597539062500000000e+02,1.238281250000000000e+00
6.609804687500000000e+02,1.226562500000000000e+00
6.622109375000000000e+02,1.230468750000000000e+00
6.634375000000000000e+02,1.226562500000000000e+00
6.646445312500000000e+02,1.207031250000000000e+00
6.658398437500000000e+02,1.195312500000000000e+00
6.667343750000000000e+02,8.945312500000000000e-01
6.679414062500000000e+02,1.207031250000000000e+00
6.691171875000000000e+02,1.175781250000000000e+00
6.703007812500000000e+02,1.183593750000000000e+00
6.714960937500000000e+02,1.195312500000000000e+00
6.726914062500000000e+02,1.195312500000000000e+00
6.738906250000000000e+02,1.199218750000000000e+00
6.751054687500000000e+02,1.214843750000000000e+00
6.763203125000000000e+02,1.214843750000000000e+00
6.775195312500000000e+02,1.199218750000000000e+00
6.787343750000000000e+02,1.214843750000000000e+00
6.799531250000000000e+02,1.218750000000000000e+00
6.811562500000000000e+02,1.203125000000000000e+00
6.823750000000000000e+02,1.218750000000000000e+00
6.835976562500000000e+02,1.222656250000000000e+00
6.848164062500000000e+02,1.218750000000000000e+00
6.860585937500000000e+02,1.242187500000000000e+00
6.872968750000000000e+02,1.238281250000000000e+00
6.885156250000000000e+02,1.218750000000000000e+00
6.897382812500000000e+02,1.222656250000000000e+00
6.909648437500000000e+02,1.226562500000000000e+00
6.921757812500000000e+02,1.210937500000000000e+00
6.934023437500000000e+02,1.226562500000000000e+00
6.946210937500000000e+02,1.218750000000000000e+00
6.958359375000000000e+02,1.214843750000000000e+00
6.970703125000000000e+02,1.234375000000000000e+00
6.982968750000000000e+02,1.226562500000000000e+00
6.995195312500000000e+02,1.222656250000000000e+00
7.007421875000000000e+02,1.222656250000000000e+00
7.019648437500000000e+02,1.222656250000000000e+00
7.031718750000000000e+02,1.207031250000000000e+00
7.043945312500000000e+02,1.222656250000000000e+00
7.056210937500000000e+02,1.226562500000000000e+00
7.068398437500000000e+02,1.218750000000000000e+00
7.080664062500000000e+02,1.226562500000000000e+00
7.093007812500000000e+02,1.234375000000000000e+00
7.105234375000000000e+02,1.222656250000000000e+00
7.117539062500000000e+02,1.230468750000000000e+00
7.129765625000000000e+02,1.222656250000000000e+00
