# RRmean,RRSTD,pNN50,pNN25,pNN10,RMSSD,SDSD
8.971819196428571104e+02 5.301320929244535307e+01 2.792792792792792866e+01 6.576576576576576372e+01 9.009009009009008651e+01 4.866378594499199295e+01 4.844387924315428506e+01
8.845409292035398039e+02 7.507698011483367395e+01 2.678571428571428470e+01 6.339285714285714590e+01 8.839285714285713880e+01 6.637415593022973326e+01 6.607585288298267301e+01
8.627424568965517437e+02 7.565619776984249256e+01 2.695652173913043370e+01 6.000000000000000000e+01 8.956521739130434412e+01 6.624278448790121843e+01 6.595288397078836340e+01
8.396796218487395436e+02 6.261354526032755530e+01 3.050847457627118686e+01 6.525423728813559876e+01 9.067796610169492055e+01 6.458527188984706413e+01 6.431088689147617288e+01
8.425682773109243726e+02 5.829329176216864283e+01 2.372881355932203462e+01 6.525423728813559876e+01 8.983050847457627697e+01 6.370696238735552441e+01 6.342967112973946087e+01
8.984375000000000000e+02 6.813979401948509462e+01 2.342342342342342221e+01 6.216216216216216139e+01 8.828828828828828534e+01 4.904992238896649326e+01 4.882117181744452949e+01
9.510416666666666288e+02 6.850153514674191513e+01 3.942307692307691980e+01 6.826923076923077360e+01 9.038461538461538680e+01 5.948826702665787991e+01 5.916934827332597990e+01
9.655643203883495289e+02 6.296697601111815601e+01 3.921568627450980671e+01 7.450980392156863275e+01 9.313725490196078738e+01 6.109180925799989126e+01 6.078851384919562406e+01
9.411851415094339472e+02 6.422845389574986541e+01 3.142857142857142705e+01 7.238095238095237960e+01 8.952380952380951840e+01 5.234061055453168620e+01 5.206504781054886877e+01
9.405665887850467470e+02 7.092844994095926836e+01 3.490566037735849392e+01 6.603773584905660243e+01 8.867924528301887221e+01 5.527427553314729636e+01 5.501214003206742831e+01
9.707220873786408220e+02 6.790493187589569857e+01 4.117647058823529704e+01 6.568627450980392268e+01 9.117647058823528994e+01 6.416034094553678813e+01 6.384340082555150531e+01
9.619891826923077360e+02 7.100237229958267449e+01 4.368932038834951470e+01 7.281553398058252924e+01 9.223300970873786753e+01 6.745451104299118583e+01 6.712472056668558196e+01
9.555288461538461888e+02 6.437866221558691393e+01 4.271844660194174992e+01 7.669902912621358837e+01 9.029126213592232375e+01 6.403222921839025616e+01 6.371900982514848977e+01
9.652609223300970598e+02 5.403595223870382824e+01 3.431372549019607732e+01 6.862745098039215463e+01 8.921568627450980671e+01 5.492456573148375298e+01 5.463319274462510577e+01
9.607142857142856656e+02 5.898265916040622869e+01 2.692307692307692335e+01 6.442307692307691980e+01 9.326923076923077360e+01 5.293100645344614463e+01 5.263390501781324815e+01
9.658954326923077360e+02 5.937043026589085315e+01 2.524271844660194120e+01 6.504854368932038255e+01 9.126213592233010274e+01 5.419287874451445930e+01 5.389309506235591840e+01
9.785539215686274019e+02 5.255249333475749296e+01 3.069306930693069191e+01 6.633663366336634226e+01 8.910891089108910990e+01 5.717554519853746342e+01 5.688653515075161948e+01
9.672330097087378817e+02 5.410532543526761629e+01 3.529411764705882604e+01 6.372549019607843235e+01 8.627450980392157476e+01 5.678547382146875577e+01 5.650310569126758509e+01
9.397110849056604138e+02 6.203537051023268845e+01 2.761904761904762040e+01 6.285714285714285410e+01 8.571428571428570820e+01 4.709982143370119445e+01 4.682182357902461689e+01
9.141341743119265857e+02 7.691505297760377857e+01 3.055555555555555713e+01 6.574074074074074758e+01 8.703703703703703809e+01 5.785530588798683027e+01 5.757792862312562931e+01
9.196639150943395862e+02 7.895895339795441714e+01 3.142857142857142705e+01 6.476190476190475920e+01 8.761904761904762040e+01 7.115876940153184194e+01 7.080644247466727847e+01
9.326923076923077360e+02 5.830565887367869493e+01 2.330097087378640808e+01 6.407766990291261777e+01 8.932038834951455897e+01 6.132083114332227325e+01 6.102224260863481931e+01
9.268399532710280937e+02 4.721924465850032959e+01 2.452830188679245182e+01 6.037735849056603854e+01 8.773584905660376876e+01 4.523417902848411387e+01 4.501161635350449330e+01
9.175745412844037219e+02 4.538789597136015885e+01 1.944444444444444287e+01 5.462962962962962621e+01 8.888888888888888573e+01 4.237556515488922315e+01 4.217867761673933558e+01
9.207282110091742879e+02 4.178212809589202692e+01 9.259259259259259522e+00 4.722222222222222143e+01 8.518518518518519045e+01 3.788379343342667482e+01 3.770772007649360091e+01
9.181479357798165211e+02 3.896341116650107494e+01 1.018518518518518512e+01 4.259259259259259522e+01 8.055555555555555713e+01 3.497119976615203285e+01 3.480410868924744250e+01
9.072443181818181301e+02 4.293463380788221428e+01 1.834862385321100930e+01 4.862385321100917679e+01 8.165137614678899070e+01 3.797681051081138293e+01 3.779241770818737933e+01
9.075284090909091219e+02 4.977451902389331195e+01 2.293577981651376163e+01 5.321100917431192556e+01 8.073394495412844662e+01 4.158520682987320782e+01 4.139177551209620987e+01
9.061092342342342363e+02 4.929897675965230519e+01 1.818181818181818343e+01 5.000000000000000000e+01 8.636363636363635976e+01 3.993436415378329940e+01 3.974329267960229117e+01
8.819901315789473983e+02 7.870105890931581882e+01 2.035398230088495453e+01 5.840707964601769930e+01 9.292035398230088106e+01 6.244766223785494219e+01 6.211519589824228404e+01
