# timestamp,driver,phasic,tonic
1.435590074623299599e+09,4.918656667930436655e-01,-1.254514352618696371e-03,4.931201811456623618e-01
1.435590074873299599e+09,4.934568096207474497e-01,4.686615807955041291e-04,4.929881480399519456e-01
1.435590075123299599e+09,4.928325744764080474e-01,-2.830029337047568205e-05,4.928608747697785231e-01
1.435590075373299599e+09,4.911057189486471852e-01,-1.632057790119045837e-03,4.927377767387662311e-01
1.435590075623299599e+09,4.924325196464718335e-01,-1.857497040671507449e-04,4.926182693505389842e-01
1.435590075873299599e+09,4.919487355895396652e-01,-5.531018382881613960e-04,4.925018374278278266e-01
1.435590076123299599e+09,4.897981110066925714e-01,-2.590132463098915316e-03,4.923882434697914867e-01
1.435590076373299599e+09,4.896319991468969790e-01,-2.645320247798899072e-03,4.922773193946958781e-01
1.435590076623299599e+09,4.899465045000989671e-01,-2.222392620707447364e-03,4.921688971208064145e-01
1.435590076873299599e+09,4.920717222807531321e-01,8.913714364011671165e-06,4.920628085663891205e-01
1.435590077123299599e+09,4.929911861602920276e-01,1.032300510582118136e-03,4.919588856497099094e-01
1.435590077373299599e+09,4.905845111670569803e-01,-1.272449121977159425e-03,4.918569602890341397e-01
1.435590077623299599e+09,4.887547134427204787e-01,-3.002150959907468053e-03,4.917568644026279467e-01
1.435590077873299599e+09,4.908974281930094663e-01,-7.610017157472781513e-04,4.916584299087567445e-01
1.435590078123299599e+09,4.927548826051614816e-01,1.193393879474813346e-03,4.915614887256866683e-01
1.435590078373299599e+09,4.932003700096008192e-01,1.734497237917520529e-03,4.914658727716832987e-01
1.435590078623299599e+09,4.949410694453597048e-01,3.569655480347322385e-03,4.913714139650123824e-01
1.435590078873299599e+09,4.961491287636121128e-01,4.871184539672501757e-03,4.912779442239396110e-01
1.435590079123299599e+09,4.936795398063480445e-01,2.494244339617035511e-03,4.911852954667310089e-01
1.435590079373299599e+09,4.911788384261535079e-01,8.553881450157341249e-05,4.910932996116519345e-01
1.435590079623299599e+09,4.890982975814028300e-01,-1.903490995565748634e-03,4.910017885769685786e-01
1.435590079873299599e+09,4.874897546677515736e-01,-3.420839613194948114e-03,4.909105942809465217e-01
1.435590080123299599e+09,4.878921946340846749e-01,-2.927354007766724830e-03,4.908195486418513998e-01
1.435590080373299599e+09,4.884613545431864545e-01,-2.267129034762782602e-03,4.907284835779492371e-01
1.435590080623299599e+09,4.906849441147010382e-01,4.771310719547949830e-05,4.906372310075055587e-01
1.435590080873299599e+09,4.916422455270945679e-01,1.096608467084814187e-03,4.905456370600097538e-01
1.435590081123299599e+09,4.892526784635393700e-01,-1.200926246305356049e-03,4.904536047098447260e-01
1.435590081373299599e+09,4.874317697350413758e-01,-2.929281407575590190e-03,4.903610511426169660e-01
1.435590081623299599e+09,4.895774038155853436e-01,-6.904897283472877234e-04,4.902678935439326313e-01
1.435590081873299599e+09,4.913870299723543944e-01,1.212980872955959910e-03,4.901740490993984345e-01
1.435590082123299599e+09,4.912549590268676103e-01,1.175524032246688666e-03,4.900794349946209216e-01
1.435590082373299599e+09,4.908796533153754194e-01,8.956849001692801515e-04,4.899839684152061392e-01
1.435590082623299599e+09,4.907510628400174602e-01,8.634962932567713523e-04,4.898875665467606888e-01
1.435590082873299599e+09,4.912604041070269822e-01,1.470257532135976763e-03,4.897901465748910055e-01
1.435590083123299599e+09,4.933507804824244780e-01,3.659154797221009225e-03,4.896916256852034688e-01
1.435590083373299599e+09,4.947251070164825903e-01,5.133185953177965555e-03,4.895919210633046248e-01
1.435590083623299599e+09,4.923224699265518756e-01,2.831520031751078026e-03,4.894909498948007975e-01
1.435590083873299599e+09,4.898995312450814543e-01,5.109018797830877645e-04,4.893886293652983666e-01
1.435590084123299599e+09,4.884094599902027989e-01,-8.754166702010790502e-04,4.892848766604038779e-01
1.435590084373299599e+09,4.888739052309272193e-01,-3.057037347964364216e-04,4.891796089657236557e-01
1.435590084623299599e+09,4.900850566317291324e-01,1.012313164864997450e-03,4.890727434668641349e-01
1.435590084873299599e+09,4.861851414102321689e-01,-2.779055939199803760e-03,4.889641973494319727e-01
1.435590085123299599e+09,4.851283559308061655e-01,-3.725531868227049959e-03,4.888538877990332154e-01
1.435590085373299599e+09,4.884844199019848787e-01,-2.573120992895860937e-04,4.887417320012744648e-01
1.435590085623299599e+09,4.877692640855564310e-01,-8.583830562057803704e-04,4.886276471417622114e-01
1.435590085873299599e+09,4.839022587731632852e-01,-4.609309711660070086e-03,4.885115684848233553e-01
1.435590086123299599e+09,4.843148252510597329e-01,-4.078678358606757648e-03,4.883935036096664906e-01
1.435590086373299599e+09,4.877448929424593183e-01,-5.285852317617467655e-04,4.882734781742210650e-01
1.435590086623299599e+09,4.873238726172133273e-01,-8.276452192028105337e-04,4.881515178364161378e-01
1.435590086873299599e+09,4.853846481994821271e-01,-2.643000054698918522e-03,4.880276482541810457e-01
1.435590087123299599e+09,4.865986212366464891e-01,-1.303273848798636170e-03,4.879018950854451253e-01
1.435590087373299599e+09,4.861200784859656121e-01,-1.654205502171657294e-03,4.877742839881372694e-01
1.435590087623299599e+09,4.845819034760138755e-01,-3.062937144173216719e-03,4.876448406201870922e-01
