,dur_max,dur_mean,dur_min,latency,n_peak,pha_auc,pha_max,pha_mean,pha_min,pha_std,pks_max,pks_mean,pks_min,slp_max,slp_mean,slp_min
0.7500350475311279,0.0,0.0,0.0,1.000046730041504,1,0.0012851629084949467,0.012565427419988062,0.0012851629084949467,-0.00422397372194043,0.003412847780009273,0.012565427419988062,0.012565427419988062,0.012565427419988062,0.0,0.0,0.0
3.2501518726348877,,,,,0,0.0003206761543392845,0.006671998719787006,0.0003206761543392845,-0.00422397372194043,0.0020411892088992413,,,,,,
5.7502686977386475,,,,,0,-0.00014876516392043227,0.0031285122175915975,-0.00014876516392043227,-0.004273025088442371,0.0017230158038850927,,,,,,
8.250385522842407,,,,,0,-0.0005316934301496501,0.0031285122175915975,-0.0005316934301496501,-0.004273025088442371,0.0016175149925808316,,,,,,
10.750502347946167,,,,,0,-0.0003091463841946488,0.00334516571813194,-0.0003091463841946488,-0.004273025088442371,0.0016681225993288589,,,,,,
13.250619173049927,,,,,0,-0.000625760701575275,0.00334516571813194,-0.000625760701575275,-0.005330156983419904,0.0019135422086065418,,,,,,
15.750735998153687,,,,,0,-0.0022596928403145703,0.00334516571813194,-0.0022596928403145703,-0.01947953008744871,0.004797958127757213,,,,,,
18.250852823257446,1.000046730041504,1.000046730041504,1.000046730041504,18.250852823257446,1,0.0048322919654320345,0.2804472454210646,0.0048322919654320345,-0.02268608841653616,0.039889055160025846,0.2804472454210646,0.2804472454210646,0.2804472454210646,0.5587251668664445,0.5587251668664445,0.5587251668664445
20.750969648361206,1.000046730041504,1.000046730041504,1.000046730041504,15.750735998153687,1,0.00610571039016318,0.2804472454210646,0.00610571039016318,-0.02268608841653616,0.03992129218470704,0.2804472454210646,0.2804472454210646,0.2804472454210646,0.5587251668664445,0.5587251668664445,0.5587251668664445
23.251086473464966,1.000046730041504,0.6250292062759399,0.250011682510376,13.250619173049927,2,0.007350627019920383,0.2804472454210646,0.007350627019920383,-0.02268608841653616,0.03997866531734045,0.2804472454210646,0.15100908423764786,0.021570923054231167,0.5587251668664445,0.5587251668664445,0.5587251668664445
25.751203298568726,1.000046730041504,0.6250292062759399,0.250011682510376,10.750502347946167,2,0.007810290866222938,0.2804472454210646,0.007810290866222938,-0.02268608841653616,0.039967384875826406,0.2804472454210646,0.15100908423764786,0.021570923054231167,0.5587251668664445,0.5587251668664445,0.5587251668664445
28.251320123672485,1.000046730041504,0.6250292062759399,0.250011682510376,8.250385522842407,2,0.009005485492458217,0.2804472454210646,0.009005485492458217,-0.02268608841653616,0.03983038919842163,0.2804472454210646,0.15100908423764786,0.021570923054231167,0.5587251668664445,0.5587251668664445,0.5587251668664445
30.751436948776245,1.000046730041504,0.6250292062759399,0.250011682510376,5.7502686977386475,4,0.009469319482742388,0.2804472454210646,0.009469319482742388,-0.02268608841653616,0.0399103974784033,0.2804472454210646,0.08344174615389136,0.013634085524356826,0.5587251668664445,0.5587251668664445,0.5587251668664445
33.251553773880005,1.000046730041504,0.6666978200276693,0.250011682510376,3.2501518726348877,5,0.01066349087757041,0.2804472454210646,0.01066349087757041,-0.02268608841653616,0.039918197667582,0.2804472454210646,0.07170660127652902,0.013634085524356826,0.5587251668664445,0.4043759808443627,0.25002679482228096
35.751670598983765,1.000046730041504,0.6666978200276693,0.250011682510376,0.7500350475311279,6,0.013435490321864507,0.2804472454210646,0.013435490321864507,-0.02268608841653616,0.03895137666935773,0.2804472454210646,0.062383944883625274,0.013634085524356826,0.5587251668664445,0.4043759808443627,0.25002679482228096
38.251787424087524,0.7500350475311279,0.500023365020752,0.250011682510376,4.250198602676392,5,0.006804011313632512,0.024766021767079677,0.006804011313632512,-0.011934883915787481,0.008245256676777668,0.024766021767079677,0.01877128477613742,0.013634085524356826,0.25002679482228096,0.25002679482228096,0.25002679482228096
40.751904249191284,0.7500350475311279,0.500023365020752,0.250011682510376,1.7500817775726318,5,0.006041413996657747,0.03511795178422075,0.006041413996657747,-0.01950410136188882,0.009530368125427386,0.024766021767079677,0.01877128477613742,0.013634085524356826,0.25002679482228096,0.25002679482228096,0.25002679482228096
43.252021074295044,1.000046730041504,0.7500350475311279,0.500023365020752,5.0002336502075195,6,0.013472676933987798,0.29598516233311833,0.013472676933987798,-0.01950410136188882,0.04212975139878021,0.29598516233311833,0.06815762669054294,0.013634085524356826,0.5582355419937457,0.3527785908464299,0.25002679482228096
45.752137899398804,1.000046730041504,0.7500350475311279,0.500023365020752,2.5001168251037598,8,0.016425381828081856,0.29598516233311833,0.016425381828081856,-0.01950410136188882,0.04221270293735075,0.29598516233311833,0.06100588291225969,0.013634085524356826,0.7500955092476561,0.41174660026258997,0.25002679482228096
48.25225472450256,1.2500584125518799,0.8500397205352783,0.500023365020752,0.0,8,0.01635586026869529,0.29598516233311833,0.01635586026869529,-0.01950410136188882,0.04233326040466519,0.29598516233311833,0.06100588291225969,0.013634085524356826,0.7500955092476561,0.41174660026258997,0.25002679482228096
50.75237154960632,1.2500584125518799,0.7500350475311279,0.250011682510376,1.5000700950622559,8,0.01540624630702223,0.29598516233311833,0.01540624630702223,-0.032320884516874065,0.04300524227096119,0.29598516233311833,0.062233292861594416,0.01577066291910656,0.7500955092476561,0.41174660026258997,0.25002679482228096
53.25248837471008,1.2500584125518799,0.7500350475311279,0.250011682510376,1.7500817775726318,7,0.01435993541956356,0.29598516233311833,0.01435993541956356,-0.032320884516874065,0.043295289656912435,0.29598516233311833,0.06758576016081082,0.01577066291910656,0.7500955092476561,0.45217655162266723,0.250073435723263
